TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,time_diff,location_change
977,31,0.2067644683013263,2024-11-04 08:06:31,1,20,43,570,57,0,0.06451612903225812,3,0.3103448275862069,0.0,0.04155950833314288,2023-08-07 17:45:52,0.0,1
270,22,0.10205070745498605,2024-11-04 08:06:31,1,37,603,293,87,2,0.6935483870967742,2,0.30344827586206896,0.0,0.2777873378172906,2023-08-25 16:52:28,0.0,1
1807,487,0.11351069651093101,2024-11-04 08:06:31,1,2,1,566,66,1,0.08064516129032262,3,0.803448275862069,0.0,0.023013778556323496,2023-11-06 18:42:53,0.0,1
49,466,0.01133491414128254,2024-11-04 08:06:31,0,34,294,76,54,2,0.3709677419354839,1,0.5689655172413793,0.0,0.08293752529115922,2023-03-27 16:45:18,0.0,1
1483,196,0.29252937957630876,2024-11-04 08:06:32,1,34,223,211,21,2,0.7580645161290323,0,0.044827586206896544,0.0,0.7829410206806062,2023-06-23 17:38:26,1.0,1
980,396,0.053370508377413556,2024-11-04 08:06:32,1,0,95,343,90,1,0.9838709677419355,2,0.3758620689655172,0.0,0.3062290528704541,2023-05-10 17:41:59,0.0,1
573,456,0.18250514631159287,2024-11-04 08:06:32,1,26,78,151,22,1,0.532258064516129,2,0.5344827586206897,0.0,0.3857115201314267,2023-12-08 16:16:02,0.0,1
875,56,0.30417176954946973,2024-11-04 08:06:32,1,18,414,393,23,2,0.5967741935483871,1,0.44482758620689655,0.0,0.4209853771726871,2023-08-01 16:11:52,0.0,1
647,272,0.01040206373609193,2024-11-04 08:06:32,1,17,121,212,2,0,0.4032258064516129,1,0.4413793103448276,0.0,0.36392852197457237,2023-03-10 18:26:19,0.0,1
2340,202,0.17637126403835632,2024-11-04 08:06:32,1,41,460,445,25,1,0.0,3,0.5482758620689655,0.0,0.06968193300413937,2023-10-23 18:46:51,0.0,1
2381,447,0.02379550251452693,2024-11-04 08:06:32,1,26,602,70,86,0,0.12903225806451613,3,0.044827586206896544,0.0,0.029798867224943095,2023-06-19 17:25:35,0.0,1
2063,108,0.1829846001511322,2024-11-04 08:06:32,1,27,248,442,25,1,0.7419354838709677,2,0.03793103448275863,0.0,0.5045043470545295,2023-06-26 18:41:55,0.0,1
2065,478,0.31489694348177294,2024-11-04 08:06:32,1,32,484,390,72,0,0.16129032258064518,3,0.24137931034482757,0.0,0.040880596152113965,2023-08-08 18:39:24,0.0,1
9,380,0.4250983662089272,2024-11-04 08:06:32,1,26,194,393,6,0,0.5967741935483871,0,0.3793103448275862,0.0,0.06188385358620237,2023-03-31 16:06:57,0.0,1
663,129,0.1501003205044688,2024-11-04 08:06:33,1,32,125,267,86,2,0.14516129032258068,3,0.0896551724137931,0.0,0.004004909677792313,2023-01-17 17:11:24,1.0,1
427,194,0.22814706725382392,2024-11-04 08:06:33,1,30,674,539,24,0,0.7903225806451613,2,0.8172413793103449,0.0,0.35341748259363276,2023-08-24 18:54:06,0.0,1
161,224,0.16015321677046146,2024-11-04 08:06:33,1,11,75,79,48,1,0.24193548387096775,0,0.9482758620689655,0.0,0.3499751961787327,2023-01-09 16:12:01,0.0,1
547,451,0.050462516611512104,2024-11-04 08:06:33,1,13,160,362,51,0,0.09677419354838712,3,0.6620689655172414,0.75,0.09937123321372829,2023-04-10 18:26:56,0.0,1
1559,10,0.01629621908955885,2024-11-04 08:06:33,1,18,316,408,94,2,0.11290322580645162,3,0.9413793103448276,0.0,0.052006017447370864,2023-12-20 17:15:14,0.0,1
1316,123,0.11463637074289286,2024-11-04 08:06:33,1,25,643,261,58,0,0.3709677419354839,1,0.13103448275862067,0.0,0.22429443547443864,2023-09-18 18:35:23,0.0,1
314,366,0.16723037235844385,2024-11-04 08:06:33,1,20,149,302,36,1,0.4516129032258065,0,0.5827586206896552,0.0,0.4640667242957799,2023-02-10 17:06:40,0.0,1
550,351,0.04021679651874821,2024-11-04 08:06:33,1,33,388,8,46,2,0.04838709677419356,3,0.5482758620689655,0.0,0.08597044782660719,2023-01-19 16:11:12,0.0,1
1782,393,0.21771373478906636,2024-11-04 08:06:33,1,20,166,471,16,0,0.4516129032258065,0,0.3448275862068965,0.0,0.7334005971738433,2023-06-06 17:56:44,0.0,1
2003,383,0.129504651223389,2024-11-04 08:06:33,1,10,322,537,90,0,0.0,3,0.1586206896551724,0.0,0.029926583377809925,2023-05-24 16:12:18,0.0,1
348,371,0.1605961904265576,2024-11-04 08:06:34,1,26,268,521,76,1,0.9193548387096775,2,0.09999999999999999,0.0,0.3580461848496378,2023-05-02 16:14:22,1.0,1
1775,20,0.2534591031086328,2024-11-04 08:06:34,0,34,322,150,46,0,0.4838709677419355,1,0.41379310344827586,0.0,0.1280818243781904,2023-11-28 16:17:29,0.0,1
818,361,0.19394428954842746,2024-11-04 08:06:34,1,36,350,339,87,0,0.5967741935483871,2,0.4586206896551724,0.0,0.21057167094403748,2023-06-19 18:12:16,0.0,1
1768,263,0.10042994501915209,2024-11-04 08:06:34,1,34,41,9,97,0,0.6612903225806451,2,0.44827586206896547,0.0,0.19613100719646914,2023-03-13 16:10:01,0.0,1
538,181,0.030841389373843706,2024-11-04 08:06:34,1,6,463,496,1,2,0.27419354838709675,1,0.5724137931034483,0.0,0.3610186102600435,2023-06-13 17:52:56,0.0,1
2236,34,0.03053391354196524,2024-11-04 08:06:34,0,25,500,361,40,2,0.8548387096774193,2,0.3620689655172414,0.0,0.11350268943330327,2023-05-15 17:15:25,0.0,1
704,291,0.16760038564765356,2024-11-04 08:06:35,1,35,537,117,4,0,0.7258064516129032,0,0.5413793103448277,0.0,0.8419344560703489,2023-07-24 16:25:51,1.0,1
479,345,0.16625061886025483,2024-11-04 08:06:35,0,29,442,342,67,2,0.5806451612903226,2,0.16896551724137931,0.0,0.3631682747698757,2023-07-20 16:58:05,0.0,1
1475,226,0.059394950100320504,2024-11-04 08:06:35,1,9,207,22,88,0,0.6129032258064516,0,0.18620689655172412,0.0,0.633369273106877,2023-06-07 17:35:50,0.0,1
104,168,0.06758214555593192,2024-11-04 08:06:35,1,19,627,36,44,0,0.22580645161290325,1,0.7758620689655172,0.0,0.5279160622555749,2023-01-02 16:36:02,0.0,1
521,340,0.278479297495896,2024-11-04 08:06:35,1,28,342,229,6,2,0.5967741935483871,0,0.1206896551724138,0.0,0.9203817503028219,2023-12-05 17:51:28,0.0,1
2066,306,0.13468483727232455,2024-11-04 08:06:36,1,5,277,184,34,0,0.14516129032258068,3,0.3896551724137931,0.0,0.08450238425891694,2023-02-22 17:12:15,1.0,1
2461,316,0.17600646220392424,2024-11-04 08:06:36,1,7,405,43,68,0,0.8387096774193548,0,0.3620689655172414,0.0,0.6007619948994202,2023-03-02 16:41:57,0.0,1
5,388,0.04788805795137713,2024-11-04 08:06:36,1,28,562,60,53,0,0.0,3,0.5586206896551724,0.0,0.045737843102722775,2023-04-03 17:15:01,0.0,1
1903,2,0.2000416916382208,2024-11-04 08:06:36,1,13,282,280,31,0,0.6451612903225806,2,0.006896551724137931,0.0,0.5243937851975635,2023-05-15 16:35:43,0.0,1
1120,357,0.14001094405503298,2024-11-04 08:06:36,1,6,125,297,21,1,0.1774193548387097,1,0.47586206896551725,0.0,0.5823943955463361,2023-08-14 16:32:28,0.0,1
1608,333,0.050024754410193606,2024-11-04 08:06:36,1,15,347,377,39,2,0.6935483870967742,2,0.5551724137931034,0.0,0.5307244732380885,2023-07-27 16:01:41,0.0,1
389,208,0.06440836959637282,2024-11-04 08:06:36,1,19,266,18,46,2,0.6129032258064516,1,0.806896551724138,0.0,0.25935588038777313,2023-08-25 18:47:28,0.0,1
1619,14,0.02639080699377231,2024-11-04 08:06:36,0,17,532,88,88,2,0.16129032258064518,3,0.4827586206896552,0.0,0.0790798252843029,2023-04-24 16:14:34,0.0,1
878,361,0.5775334184537614,2024-11-04 08:06:36,1,20,341,445,45,1,0.19354838709677424,1,0.8689655172413794,0.0,0.6154433027666009,2023-08-31 16:16:15,0.0,1
667,90,0.19439247465930112,2024-11-04 08:06:36,0,24,88,404,52,2,0.6935483870967742,0,0.2379310344827586,0.0,0.5606308909075511,2023-07-18 18:03:03,0.0,1
914,169,0.3009458790421346,2024-11-04 08:06:37,1,38,510,574,32,0,0.30645161290322587,0,0.18275862068965515,0.0,1.0,2023-11-10 16:26:28,1.0,1
1840,2,0.12388149151835734,2024-11-04 08:06:37,1,8,481,211,88,0,0.8225806451612903,0,0.20344827586206898,0.0,0.8997199655300826,2023-01-09 17:26:46,0.0,1
2140,389,0.27066211532949425,2024-11-04 08:06:37,0,42,45,458,25,2,0.8548387096774193,2,0.10344827586206896,0.0,0.27278019243463286,2023-11-23 17:42:11,0.0,1
2221,223,0.32045235427469576,2024-11-04 08:06:37,1,4,90,492,79,2,0.12903225806451613,3,0.44827586206896547,0.0,0.007619948994201688,2023-02-06 16:40:27,0.0,1
1654,127,0.04361466503374417,2024-11-04 08:06:37,1,27,280,488,14,2,0.9193548387096775,2,0.5517241379310345,0.0,0.49150082612185203,2023-06-14 16:16:25,0.0,1
783,319,0.1384579305313078,2024-11-04 08:06:37,1,4,564,22,84,2,0.5806451612903226,1,0.4206896551724138,0.0,0.44902646682001573,2023-06-05 16:11:07,0.0,1
1970,4,0.06078119707116241,2024-11-04 08:06:37,1,8,316,128,63,2,0.8548387096774193,2,0.7448275862068966,0.0,0.321243767115645,2023-11-20 16:31:15,0.0,1
1952,345,0.7797951898272403,2024-11-04 08:06:37,1,22,137,237,91,2,0.24193548387096775,1,0.29310344827586204,0.0,0.05833334453650464,2023-02-27 16:18:28,0.0,1
1253,434,0.47055788623394224,2024-11-04 08:06:37,1,12,278,222,27,2,0.06451612903225812,3,0.1896551724137931,0.0,0.5730980039981879,2023-07-06 17:52:32,0.0,1
589,142,0.27026083331161893,2024-11-04 08:06:37,1,18,98,519,37,2,0.06451612903225812,3,0.2482758620689655,0.0,0.11459163768406251,2023-10-23 18:37:47,0.0,1
531,31,0.021007374208510305,2024-11-04 08:06:37,1,8,365,221,95,1,0.12903225806451613,3,0.18275862068965515,0.0,0.0924705278172503,2023-02-13 17:02:27,0.0,1
2042,228,0.4043828334679626,2024-11-04 08:06:38,0,33,636,337,35,2,0.967741935483871,2,0.30689655172413793,0.0,0.3222896951885964,2023-02-22 17:15:20,1.0,1
691,413,0.013383015868879798,2024-11-04 08:06:38,0,38,226,428,2,2,0.6451612903225806,2,0.6931034482758621,1.0,0.31686108650147815,2023-10-16 18:53:31,0.0,1
892,61,0.2724340099538786,2024-11-04 08:06:38,1,17,669,75,9,2,0.5645161290322581,2,0.2517241379310345,0.0,0.30146792912963455,2023-05-19 18:32:45,0.0,1
591,55,0.10337441696849675,2024-11-04 08:06:38,0,40,363,588,78,1,0.14516129032258068,3,0.25517241379310346,0.0,0.07359273604297717,2023-05-15 16:19:14,0.0,1
1281,126,0.7282122104385439,2024-11-04 08:06:38,0,2,115,418,19,0,0.12903225806451613,3,0.46206896551724136,0.0,0.06947355401788295,2023-11-13 17:28:12,0.0,1
2111,20,0.3973630038825338,2024-11-04 08:06:39,1,20,191,531,52,0,0.7419354838709677,0,0.806896551724138,0.0,0.007115134095238607,2023-05-02 17:24:54,1.0,1
2442,77,0.03049222190374443,2024-11-04 08:06:39,1,22,232,103,35,2,0.14516129032258068,1,0.6241379310344828,0.0,0.48131848778697484,2023-07-13 16:35:37,0.0,1
4,406,0.006873908851655939,2024-11-04 08:06:39,0,1,298,501,90,2,0.12903225806451613,3,0.6482758620689656,0.0,0.4925911187531677,2023-10-16 17:51:24,0.0,1
1294,211,0.04748677593350183,2024-11-04 08:06:39,1,17,591,189,12,0,0.7580645161290323,2,0.5827586206896552,0.0,0.15469316530368887,2023-04-03 16:41:47,0.0,1
927,349,0.07699403288427964,2024-11-04 08:06:39,1,40,513,411,64,1,0.03225806451612906,3,0.08620689655172413,0.0,0.09325967920391162,2023-01-23 16:48:16,0.0,1
2256,310,0.16534382572895223,2024-11-04 08:06:39,1,24,33,104,69,2,0.4193548387096775,1,0.32413793103448274,0.0,0.4124848589139825,2023-02-24 18:25:34,0.0,1
683,238,0.06272506970320764,2024-11-04 08:06:39,1,33,23,94,86,0,0.08064516129032262,3,0.2586206896551724,0.0,0.6236769614848415,2023-02-27 16:37:11,0.0,1
1779,344,0.13989629204992574,2024-11-04 08:06:40,1,25,237,590,12,0,0.5645161290322581,2,0.18275862068965515,0.0,0.13467265005639675,2023-10-03 16:16:01,1.0,1
2080,486,0.09385830054459703,2024-11-04 08:06:40,0,28,436,240,20,2,0.24193548387096775,1,0.15517241379310343,0.0,0.6590140044122571,2023-05-30 16:12:10,0.0,1
827,178,0.05664851343252469,2024-11-04 08:06:40,1,25,234,451,69,0,0.12903225806451613,3,0.8172413793103449,0.0,0.5039013923749425,2023-10-10 18:12:07,0.0,1
1184,105,0.07752560127159497,2024-11-04 08:06:40,0,13,334,296,18,1,0.4516129032258065,1,0.5724137931034483,0.0,0.6236897331001282,2023-09-01 16:35:51,0.0,1
898,81,0.7978997837246267,2024-11-04 08:06:40,1,36,308,569,77,2,0.0,3,0.17931034482758618,0.75,0.05099302669805347,2023-10-23 18:00:29,0.0,1
673,128,0.10278552257862782,2024-11-04 08:06:40,0,14,629,202,6,2,0.5645161290322581,2,0.06896551724137931,0.0,0.329647489974282,2023-07-03 16:36:45,0.0,1
2269,195,0.013294421137660578,2024-11-04 08:06:40,1,22,413,578,53,2,0.8064516129032258,2,0.027586206896551724,0.0,0.2843559812163149,2023-10-02 16:32:31,0.0,1
403,19,0.18425619511686686,2024-11-04 08:06:40,1,25,42,515,34,0,0.3870967741935484,0,0.4586206896551724,0.0,0.04063390231999753,2023-04-10 17:57:59,0.0,1
399,281,0.1397347369518201,2024-11-04 08:06:40,1,24,14,501,16,0,0.12903225806451613,3,0.5551724137931034,0.0,0.00238560329749663,2023-06-26 18:25:14,0.0,1
2488,307,0.009297235323240484,2024-11-04 08:06:41,1,21,65,133,19,0,0.6290322580645161,2,0.19310344827586207,0.0,0.42839291403896285,2023-04-14 16:33:13,1.0,1
1352,404,0.10004429736560959,2024-11-04 08:06:41,1,0,115,201,57,2,0.5806451612903226,1,0.09999999999999999,0.5,0.16868077280371913,2023-12-28 16:34:52,0.0,1
1785,337,0.0960471115511895,2024-11-04 08:06:41,1,41,419,237,57,2,0.04838709677419356,3,0.2862068965517241,0.0,0.09733449667064156,2023-11-30 16:07:36,0.0,1
686,365,0.14626468978815438,2024-11-04 08:06:41,1,31,309,70,47,2,0.3709677419354839,0,0.5448275862068966,0.0,0.34937761902137165,2024-01-01 18:21:50,0.0,1
1450,264,0.04091513145894676,2024-11-04 08:06:41,0,19,292,496,84,0,0.4838709677419355,1,0.13793103448275862,0.0,0.42813949830406395,2023-05-08 18:36:59,0.0,1
1433,450,0.052620058889438985,2024-11-04 08:06:42,1,7,676,216,14,2,0.435483870967742,1,0.2655172413793103,0.0,0.40791598159274145,2023-08-04 18:34:01,1.0,1
1936,62,0.2979232352711259,2024-11-04 08:06:42,1,42,224,45,47,2,0.5483870967741935,2,0.3758620689655172,0.0,0.2638198960256078,2023-09-20 17:44:37,0.0,1
887,261,0.0535841780232952,2024-11-04 08:06:42,0,25,294,505,95,1,0.5,1,0.4827586206896552,0.0,0.6150628430691133,2023-02-27 16:48:02,0.0,1
2404,148,0.2451259869192485,2024-11-04 08:06:42,1,40,622,234,1,1,0.6290322580645161,0,0.40344827586206894,0.0,0.8314570262033216,2023-02-27 17:52:43,0.0,1
1204,406,0.18717460979232353,2024-11-04 08:06:42,1,3,550,366,88,1,0.5967741935483871,0,0.06896551724137931,0.0,0.1118659061057732,2023-05-29 16:17:37,0.0,1
238,389,0.01709357167053183,2024-11-04 08:06:43,0,13,402,494,44,2,0.5645161290322581,2,0.5517241379310345,0.0,0.09676985683691454,2023-01-17 16:03:41,1.0,1
385,451,0.052521041248664566,2024-11-04 08:06:43,1,35,19,121,66,0,0.14516129032258068,3,0.5172413793103449,0.0,0.10716864044138703,2023-07-10 18:16:07,0.0,1
1571,243,0.05264611616332699,2024-11-04 08:06:44,0,6,489,542,22,2,0.22580645161290325,1,0.22413793103448276,0.0,0.1796831832780569,2023-08-23 18:19:06,1.0,0
1347,450,0.41021966281887584,2024-11-04 08:06:44,1,22,339,147,80,2,0.11290322580645162,3,0.09999999999999999,0.0,0.013418262334355512,2023-06-19 16:22:28,0.0,1
2098,476,0.013044271308335721,2024-11-04 08:06:44,1,24,109,427,4,2,0.5161290322580645,1,0.396551724137931,0.0,0.3544755100915926,2023-07-27 18:34:19,0.0,1
954,390,0.2039763399953097,2024-11-04 08:06:44,1,14,263,62,61,1,0.5161290322580645,1,0.32068965517241377,0.0,0.1549438922774748,2023-07-10 17:29:39,0.0,1
1205,85,0.01701539984886781,2024-11-04 08:06:44,1,13,455,465,35,2,0.016129032258064557,3,0.8448275862068966,0.0,0.021916764022225303,2023-05-04 16:37:01,0.0,1
186,97,0.5428355525444929,2024-11-04 08:06:44,1,17,203,394,31,2,0.967741935483871,2,0.16206896551724137,0.0,0.3781036705622334,2023-09-06 16:44:02,0.0,1
1591,15,0.16377517784089426,2024-11-04 08:06:44,1,22,349,131,56,0,1.0,2,0.7551724137931035,0.0,0.46852132926971907,2023-03-20 17:21:43,0.0,1
343,229,0.3666935925163509,2024-11-04 08:06:44,1,35,457,443,73,2,0.4516129032258065,1,0.17931034482758618,0.0,0.2340848868770981,2023-09-22 16:42:15,0.0,1
1907,182,0.2522239883263413,2024-11-04 08:06:44,1,33,295,517,18,1,0.7903225806451613,0,0.23103448275862065,0.0,0.5337896609068923,2023-05-29 16:40:15,0.0,1
2101,369,0.026547150637100347,2024-11-04 08:06:44,1,40,103,328,65,2,0.0,3,0.2517241379310345,0.0,0.04230429516143995,2023-03-13 18:45:47,0.0,1
471,393,0.10746019751413606,2024-11-04 08:06:44,1,41,600,31,12,0,0.7580645161290323,2,0.9275862068965518,0.0,0.26102022351671134,2023-11-27 18:26:02,0.0,1
52,113,0.044385960340829145,2024-11-04 08:06:45,1,41,229,278,77,1,0.7903225806451613,0,0.46551724137931033,0.0,0.9950869612562968,2023-06-07 16:45:34,1.0,1
1421,142,0.17469838705474636,2024-11-04 08:06:45,1,28,206,23,39,1,0.435483870967742,1,0.49999999999999994,0.0,0.19640794959110666,2023-03-02 16:06:18,0.0,1
10,148,0.009130468770357246,2024-11-04 08:06:45,0,0,200,337,72,2,0.5483870967741935,1,0.16896551724137931,0.0,0.5040264197666963,2023-03-14 16:46:10,0.0,1
