TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,time_diff,location_change,Hour,Day,DayOfWeek,high_amount_flag,many_login_attempts_flag,long_time_diff_flag,amount_to_balance_ratio,amount_exceeds_balance,suspicious_merchant_flag,reactivation_suspect_flag,duration_suspicious_flag,age_balance_anomaly_flag,strong_anomaly_label
709,457,0.0518539750371316,2024-11-04 08:06:26,1,34,484,411,38,1,0.1290322580645161,3,0.4172413793103448,0.0,0.0212170139425707,2023-08-07 16:21:37,1.0,1,8,4,0,0,0,0,2.4428294614316264,1,0,0,0,0,1
513,464,0.0340360111525132,2024-11-04 08:06:26,1,24,629,0,38,2,0.3709677419354839,1,0.2482758620689655,0.0,0.4982637325112894,2023-04-06 17:24:16,0.0,1,8,4,0,0,0,0,0.06830785757252826,0,0,0,0,0,0
1589,33,0.0368032936394194,2024-11-04 08:06:26,0,29,304,208,86,1,0.903225806451613,2,0.5724137931034483,0.0,0.1138287017182528,2023-12-04 16:18:39,0.0,1,8,4,0,0,0,0,0.32329333595622334,0,0,0,0,0,0
276,398,0.0869687573286082,2024-11-04 08:06:26,1,10,225,78,48,2,0.935483870967742,2,0.0344827586206896,0.0,0.253851314199213,2023-04-24 18:33:29,0.0,1,8,4,0,0,0,0,0.34258373554452287,0,0,0,0,0,0
494,492,0.3437944602235714,2024-11-04 08:06:26,1,11,645,581,43,2,0.6774193548387097,1,0.3586206896551724,0.0,0.2572095768293322,2023-09-20 16:59:45,0.0,1,8,4,0,0,0,0,1.3365796820810514,1,0,0,0,0,1
1893,373,0.0022513484639237,2024-11-04 08:06:26,0,1,158,565,98,2,0.0483870967741935,3,0.4310344827586206,0.0,0.0477248375652192,2023-10-19 16:13:30,0.0,1,8,4,0,0,0,0,0.04716363517206328,0,0,0,0,0,0
1998,231,0.0318263543268103,2024-11-04 08:06:27,1,33,196,203,17,0,0.1451612903225806,1,0.4103448275862069,0.0,0.4998507737582293,2023-09-20 18:18:00,1.0,1,8,4,0,0,0,0,0.06367043784516677,0,0,0,0,0,0
1274,393,0.6040753576360841,2024-11-04 08:06:27,1,28,285,219,90,2,0.3709677419354839,0,0.4827586206896552,0.0,0.4300861613498656,2023-10-12 16:29:49,0.0,1,8,4,0,1,0,0,1.4045123205475287,1,0,0,0,0,1
910,448,0.121677046147432,2024-11-04 08:06:27,1,4,358,483,55,2,0.8709677419354838,2,0.4551724137931034,0.0,0.3124535348470162,2023-02-13 16:43:40,0.0,1,8,4,0,0,0,0,0.38941198756842366,0,0,0,0,0,0
1823,135,0.0162232587226724,2024-11-04 08:06:27,1,40,208,247,67,0,0.032258064516129,3,0.0172413793103448,0.0,0.0603116005253839,2023-01-09 17:09:31,0.0,1,8,4,0,0,0,0,0.2689460919699154,0,0,0,0,0,0
2200,217,0.0356567735883471,2024-11-04 08:06:27,1,34,350,282,93,2,0.5,1,0.4517241379310344,0.0,0.3103677284136175,2023-09-18 16:15:19,0.0,1,8,4,0,0,0,0,0.11488186916823476,0,0,0,0,0,0
1689,309,0.0142012142689631,2024-11-04 08:06:27,0,8,244,442,56,2,0.3548387096774194,0,0.3206896551724137,0.0,0.9104400560875568,2023-09-20 18:16:03,0.0,1,8,4,0,0,0,0,0.015598015700047789,0,0,0,0,0,0
2267,411,0.7089715193996404,2024-11-04 08:06:27,1,33,16,192,91,1,0.1774193548387097,1,0.3724137931034482,0.0,0.1855514044071483,2023-04-19 16:38:41,0.0,1,8,4,0,1,0,0,3.820684164709464,1,0,0,0,0,1
330,85,0.094811996768898,2024-11-04 08:06:27,1,23,99,164,6,1,0.1290322580645161,3,0.1482758620689655,0.0,0.072250372057319,2023-06-19 16:36:25,0.0,1,8,4,0,0,0,0,1.3120884112482898,1,0,0,0,0,1
275,53,0.2013810355160643,2024-11-04 08:06:28,1,27,438,321,18,1,0.4516129032258065,0,0.4068965517241379,0.0,0.4545222945349586,2023-10-31 16:48:01,1.0,1,8,4,0,0,0,0,0.44305110536117437,0,0,0,0,0,0
1800,207,0.1645152044193136,2024-11-04 08:06:28,1,29,97,564,91,0,0.967741935483871,2,0.2862068965517241,0.0,0.2804875261650065,2023-09-29 18:23:17,0.0,1,8,4,0,0,0,0,0.5865121402979336,0,0,0,0,0,0
179,9,0.0176720431508455,2024-11-04 08:06:29,0,30,35,227,90,2,0.5806451612903226,1,0.1517241379310344,0.0,0.0420320580987501,2023-11-21 16:57:43,1.0,1,8,4,0,0,0,0,0.42034200869369154,0,0,0,0,0,0
1494,140,0.0131954034968861,2024-11-04 08:06:29,1,29,82,279,47,0,0.6774193548387097,1,0.5379310344827587,0.0,0.4463450998000906,2023-11-16 16:33:22,0.0,1,8,4,0,0,0,0,0.029562569135640964,0,0,0,0,0,0
807,312,0.3483388487896396,2024-11-04 08:06:29,1,11,662,243,18,2,0.4193548387096775,0,0.4586206896551724,0.75,0.8970755689754611,2023-11-07 17:38:05,0.0,1,8,4,0,0,1,0,0.3883005822816531,0,0,0,0,0,1
1044,314,0.0568257028949631,2024-11-04 08:06:29,1,13,5,574,19,1,0.6129032258064516,0,0.0586206896551724,0.0,0.9013305334367612,2023-08-02 16:52:15,0.0,1,8,4,0,0,0,0,0.06304576437752096,0,0,0,0,0,0
1413,400,0.1888735440498215,2024-11-04 08:06:30,0,24,272,217,13,0,0.7258064516129032,2,0.4379310344827586,0.0,0.1303726488464542,2023-01-16 18:02:19,1.0,1,8,4,0,0,0,0,1.4486095022678165,1,1,0,0,0,1
159,486,0.0147327826562785,2024-11-04 08:06:30,1,42,300,343,34,2,0.7096774193548387,0,0.3068965517241379,0.0,0.5760186707571687,2023-05-31 16:37:39,0.0,1,8,4,0,0,0,0,0.025576474582268267,0,0,0,0,0,0
114,332,0.1707272585142142,2024-11-04 08:06:30,1,14,635,251,50,2,0.3548387096774194,1,0.3241379310344827,0.0,0.025469961833036,2023-02-10 16:52:48,0.0,1,8,4,0,0,0,0,6.700451893646798,1,0,0,0,0,1
675,282,0.0069103890350991,2024-11-04 08:06:30,1,39,567,202,0,0,0.1290322580645161,3,0.1896551724137931,0.0,0.0106555602907626,2023-05-15 16:51:28,0.0,1,8,4,0,0,0,0,0.6479161756822247,0,0,0,0,0,0
172,243,0.0922062693800974,2024-11-04 08:06:30,1,6,646,87,87,2,0.935483870967742,2,0.1137931034482758,0.0,0.3523655048081771,2023-05-15 17:25:28,0.0,1,8,4,0,0,0,0,0.2616704853826085,0,0,0,0,0,0
118,83,0.2123094561846939,2024-11-04 08:06:30,1,4,527,589,40,2,0.1290322580645161,1,0.1793103448275861,0.0,0.5542470998350445,2023-07-07 16:11:38,0.0,1,8,4,0,0,0,0,0.38305229873984564,0,0,0,0,0,0
2252,473,0.1231518878494931,2024-11-04 08:06:31,1,34,636,219,22,0,0.9838709677419356,2,0.3517241379310344,0.0,0.2277058011365393,2023-09-01 17:51:34,1.0,1,8,4,0,0,0,0,0.5408139761704579,0,0,0,0,0,0
2306,483,0.1088308101206451,2024-11-04 08:06:31,1,41,57,510,90,0,0.4838709677419355,0,0.6655172413793103,0.0,0.6049416740495566,2023-11-07 18:44:46,0.0,1,8,4,0,0,0,0,0.1799000065445391,0,0,0,0,0,0
977,31,0.2067644683013263,2024-11-04 08:06:31,1,20,43,570,57,0,0.0645161290322581,3,0.3103448275862069,0.0,0.0415595083331428,2023-08-07 17:45:52,0.0,1,8,4,0,0,0,0,4.9739454853372855,1,0,0,0,0,1
270,22,0.102050707454986,2024-11-04 08:06:31,1,37,603,293,87,2,0.6935483870967742,2,0.3034482758620689,0.0,0.2777873378172906,2023-08-25 16:52:28,0.0,1,8,4,0,0,0,0,0.3673566789977862,0,0,0,0,0,0
1807,487,0.113510696510931,2024-11-04 08:06:31,1,2,1,566,66,1,0.0806451612903226,3,0.803448275862069,0.0,0.0230137785563234,2023-11-06 18:42:53,0.0,1,8,4,0,0,0,0,4.930150636797004,1,0,0,1,0,1
49,466,0.0113349141412825,2024-11-04 08:06:31,0,34,294,76,54,2,0.3709677419354839,1,0.5689655172413793,0.0,0.0829375252911592,2023-03-27 16:45:18,0.0,1,8,4,0,0,0,0,0.1366516252473491,0,0,0,0,0,0
1483,196,0.2925293795763087,2024-11-04 08:06:32,1,34,223,211,21,2,0.7580645161290323,0,0.0448275862068965,0.0,0.7829410206806062,2023-06-23 17:38:26,1.0,1,8,4,0,0,0,0,0.37362411166156706,0,0,0,0,0,0
980,396,0.0533705083774135,2024-11-04 08:06:32,1,0,95,343,90,1,0.9838709677419356,2,0.3758620689655172,0.0,0.3062290528704541,2023-05-10 17:41:59,0.0,1,8,4,0,0,0,0,0.17427727743133534,0,0,0,0,0,0
573,456,0.1825051463115928,2024-11-04 08:06:32,1,26,78,151,22,1,0.532258064516129,2,0.5344827586206897,0.0,0.3857115201314267,2023-12-08 16:16:02,0.0,1,8,4,0,0,0,0,0.4731526160360664,0,0,0,0,0,0
875,56,0.3041717695494697,2024-11-04 08:06:32,1,18,414,393,23,2,0.5967741935483871,1,0.4448275862068965,0.0,0.4209853771726871,2023-08-01 16:11:52,0.0,1,8,4,0,0,0,0,0.7225061985056006,0,0,0,0,0,0
647,272,0.0104020637360919,2024-11-04 08:06:32,1,17,121,212,2,0,0.4032258064516129,1,0.4413793103448276,0.0,0.3639285219745723,2023-03-10 18:26:19,0.0,1,8,4,0,0,0,0,0.028581925539662087,0,0,0,0,0,0
2340,202,0.1763712640383563,2024-11-04 08:06:32,1,41,460,445,25,1,0.0,3,0.5482758620689655,0.0,0.0696819330041393,2023-10-23 18:46:51,0.0,1,8,4,0,0,0,0,2.530727107653634,1,1,0,0,0,1
2381,447,0.0237955025145269,2024-11-04 08:06:32,1,26,602,70,86,0,0.1290322580645161,3,0.0448275862068965,0.0,0.029798867224943,2023-06-19 17:25:35,0.0,1,8,4,0,0,0,0,0.7982692644762988,0,0,0,0,0,0
2063,108,0.1829846001511322,2024-11-04 08:06:32,1,27,248,442,25,1,0.7419354838709677,2,0.0379310344827586,0.0,0.5045043470545295,2023-06-26 18:41:55,0.0,1,8,4,0,0,0,0,0.3626945422254853,0,1,0,0,0,1
2065,478,0.3148969434817729,2024-11-04 08:06:32,1,32,484,390,72,0,0.1612903225806451,3,0.2413793103448275,0.0,0.0408805961521139,2023-08-08 18:39:24,0.0,1,8,4,0,0,0,0,7.700962400018562,1,0,0,0,0,1
9,380,0.4250983662089272,2024-11-04 08:06:32,1,26,194,393,6,0,0.5967741935483871,0,0.3793103448275862,0.0,0.0618838535862023,2023-03-31 16:06:57,0.0,1,8,4,0,0,0,0,6.8681838595955895,1,0,0,0,0,1
663,129,0.1501003205044688,2024-11-04 08:06:33,1,32,125,267,86,2,0.1451612903225806,3,0.0896551724137931,0.0,0.0040049096777923,2023-01-17 17:11:24,1.0,1,8,4,0,0,0,0,37.38572783709677,1,0,0,0,0,1
427,194,0.2281470672538239,2024-11-04 08:06:33,1,30,674,539,24,0,0.7903225806451613,2,0.8172413793103449,0.0,0.3534174825936327,2023-08-24 18:54:06,0.0,1,8,4,0,0,0,0,0.6455272396463436,0,0,0,1,0,0
161,224,0.1601532167704614,2024-11-04 08:06:33,1,11,75,79,48,1,0.2419354838709677,0,0.9482758620689656,0.0,0.3499751961787327,2023-01-09 16:12:01,0.0,1,8,4,0,0,0,0,0.45759997428197885,0,0,0,1,0,0
547,451,0.0504625166115121,2024-11-04 08:06:33,1,13,160,362,51,0,0.0967741935483871,3,0.6620689655172414,0.75,0.0993712332137282,2023-04-10 18:26:56,0.0,1,8,4,0,0,1,0,0.5077670600342417,0,0,0,0,0,1
1559,10,0.0162962190895588,2024-11-04 08:06:33,1,18,316,408,94,2,0.1129032258064516,3,0.9413793103448276,0.0,0.0520060174473708,2023-12-20 17:15:14,0.0,1,8,4,0,0,0,0,0.31329232588879224,0,0,0,1,0,0
1316,123,0.1146363707428928,2024-11-04 08:06:33,1,25,643,261,58,0,0.3709677419354839,1,0.1310344827586206,0.0,0.2242944354744386,2023-09-18 18:35:23,0.0,1,8,4,0,0,0,0,0.5110749170002774,0,0,0,0,0,0
314,366,0.1672303723584438,2024-11-04 08:06:33,1,20,149,302,36,1,0.4516129032258065,0,0.5827586206896552,0.0,0.4640667242957799,2023-02-10 17:06:40,0.0,1,8,4,0,0,0,0,0.36035069979475914,0,0,0,0,0,0
550,351,0.0402167965187482,2024-11-04 08:06:33,1,33,388,8,46,2,0.0483870967741935,3,0.5482758620689655,0.0,0.0859704478266071,2023-01-19 16:11:12,0.0,1,8,4,0,0,0,0,0.4677435107089883,0,0,0,0,0,0
1782,393,0.2177137347890663,2024-11-04 08:06:33,1,20,166,471,16,0,0.4516129032258065,0,0.3448275862068965,0.0,0.7334005971738433,2023-06-06 17:56:44,0.0,1,8,4,0,0,0,0,0.29685108945523014,0,0,0,0,0,0
2003,383,0.129504651223389,2024-11-04 08:06:33,1,10,322,537,90,0,0.0,3,0.1586206896551724,0.0,0.0299265833778099,2023-05-24 16:12:18,0.0,1,8,4,0,0,0,0,4.3259663131559165,1,0,0,0,0,1
348,371,0.1605961904265576,2024-11-04 08:06:34,1,26,268,521,76,1,0.9193548387096776,2,0.0999999999999999,0.0,0.3580461848496378,2023-05-02 16:14:22,1.0,1,8,4,0,0,0,0,0.4485223191829472,0,0,0,0,0,0
1775,20,0.2534591031086328,2024-11-04 08:06:34,0,34,322,150,46,0,0.4838709677419355,1,0.4137931034482758,0.0,0.1280818243781904,2023-11-28 16:17:29,0.0,1,8,4,0,0,0,0,1.9787297459383213,1,0,0,0,0,1
818,361,0.1939442895484274,2024-11-04 08:06:34,1,36,350,339,87,0,0.5967741935483871,2,0.4586206896551724,0.0,0.2105716709440374,2023-06-19 18:12:16,0.0,1,8,4,0,0,0,0,0.9209932121773722,0,0,0,0,0,0
1768,263,0.100429945019152,2024-11-04 08:06:34,1,34,41,9,97,0,0.6612903225806451,2,0.4482758620689654,0.0,0.1961310071964691,2023-03-13 16:10:01,0.0,1,8,4,0,0,0,0,0.5120293122516398,0,0,0,0,0,0
538,181,0.0308413893738437,2024-11-04 08:06:34,1,6,463,496,1,2,0.2741935483870967,1,0.5724137931034483,0.0,0.3610186102600435,2023-06-13 17:52:56,0.0,1,8,4,0,0,0,0,0.08542644127740764,0,0,0,0,0,0
2236,34,0.0305339135419652,2024-11-04 08:06:34,0,25,500,361,40,2,0.8548387096774193,2,0.3620689655172414,0.0,0.1135026894333032,2023-05-15 17:15:25,0.0,1,8,4,0,0,0,0,0.26899119115582276,0,0,0,0,0,0
704,291,0.1676003856476535,2024-11-04 08:06:35,1,35,537,117,4,0,0.7258064516129032,0,0.5413793103448277,0.0,0.8419344560703489,2023-07-24 16:25:51,1.0,1,8,4,0,0,0,0,0.19906347080174802,0,0,0,0,0,0
479,345,0.1662506188602548,2024-11-04 08:06:35,0,29,442,342,67,2,0.5806451612903226,2,0.1689655172413793,0.0,0.3631682747698757,2023-07-20 16:58:05,0.0,1,8,4,0,0,0,0,0.45776586984889955,0,0,0,0,0,0
1475,226,0.0593949501003205,2024-11-04 08:06:35,1,9,207,22,88,0,0.6129032258064516,0,0.1862068965517241,0.0,0.633369273106877,2023-06-07 17:35:50,0.0,1,8,4,0,0,0,0,0.09377469807146364,0,0,0,0,0,0
104,168,0.0675821455559319,2024-11-04 08:06:35,1,19,627,36,44,0,0.2258064516129032,1,0.7758620689655172,0.0,0.5279160622555749,2023-01-02 16:36:02,0.0,1,8,4,0,0,0,0,0.12801441411546496,0,0,0,0,0,0
521,340,0.278479297495896,2024-11-04 08:06:35,1,28,342,229,6,2,0.5967741935483871,0,0.1206896551724138,0.0,0.920381750302822,2023-12-05 17:51:28,0.0,1,8,4,0,0,0,0,0.3025660512540148,0,0,0,0,0,0
2066,306,0.1346848372723245,2024-11-04 08:06:36,1,5,277,184,34,0,0.1451612903225806,3,0.3896551724137931,0.0,0.0845023842589169,2023-02-22 17:12:15,1.0,1,8,4,0,0,0,0,1.5936698325738445,1,0,0,0,0,1
2461,316,0.1760064622039242,2024-11-04 08:06:36,1,7,405,43,68,0,0.8387096774193548,0,0.3620689655172414,0.0,0.6007619948994202,2023-03-02 16:41:57,0.0,1,8,4,0,0,0,0,0.29296715509082744,0,0,0,0,0,0
5,388,0.0478880579513771,2024-11-04 08:06:36,1,28,562,60,53,0,0.0,3,0.5586206896551724,0.0,0.0457378431027227,2023-04-03 17:15:01,0.0,1,8,4,0,0,0,0,1.0467828580212784,1,0,0,0,0,1
1903,2,0.2000416916382208,2024-11-04 08:06:36,1,13,282,280,31,0,0.6451612903225806,2,0.0068965517241379,0.0,0.5243937851975635,2023-05-15 16:35:43,0.0,1,8,4,0,0,0,0,0.3814650032757816,0,0,0,0,0,0
1120,357,0.1400109440550329,2024-11-04 08:06:36,1,6,125,297,21,1,0.1774193548387097,1,0.4758620689655172,0.0,0.5823943955463361,2023-08-14 16:32:28,0.0,1,8,4,0,0,0,0,0.240401592305451,0,0,0,0,0,0
1608,333,0.0500247544101936,2024-11-04 08:06:36,1,15,347,377,39,2,0.6935483870967742,2,0.5551724137931034,0.0,0.5307244732380885,2023-07-27 16:01:41,0.0,1,8,4,0,0,0,0,0.09425570964890462,0,0,0,0,0,0
389,208,0.0644083695963728,2024-11-04 08:06:36,1,19,266,18,46,2,0.6129032258064516,1,0.806896551724138,0.0,0.2593558803877731,2023-08-25 18:47:28,0.0,1,8,4,0,0,0,0,0.2483301562259348,0,0,0,1,0,0
1619,14,0.0263908069937723,2024-11-04 08:06:36,0,17,532,88,88,2,0.1612903225806451,3,0.4827586206896552,0.0,0.0790798252843029,2023-04-24 16:14:34,0.0,1,8,4,0,0,0,0,0.3336814425737533,0,0,0,0,0,0
878,361,0.5775334184537614,2024-11-04 08:06:36,1,20,341,445,45,1,0.1935483870967742,1,0.8689655172413794,0.0,0.6154433027666009,2023-08-31 16:16:15,0.0,1,8,4,0,1,0,0,0.9383870650423338,0,0,0,1,0,1
667,90,0.1943924746593011,2024-11-04 08:06:36,0,24,88,404,52,2,0.6935483870967742,0,0.2379310344827586,0.0,0.5606308909075511,2023-07-18 18:03:03,0.0,1,8,4,0,0,0,0,0.3467326015849888,0,0,0,0,0,0
914,169,0.3009458790421346,2024-11-04 08:06:37,1,38,510,574,32,0,0.3064516129032258,0,0.1827586206896551,0.0,1.0,2023-11-10 16:26:28,1.0,1,8,4,0,0,0,0,0.30094286961343847,0,0,0,0,0,0
1840,2,0.1238814915183573,2024-11-04 08:06:37,1,8,481,211,88,0,0.8225806451612903,0,0.2034482758620689,0.0,0.8997199655300826,2023-01-09 17:26:46,0.0,1,8,4,0,0,0,0,0.13768741318443428,0,0,0,0,0,0
2140,389,0.2706621153294942,2024-11-04 08:06:37,0,42,45,458,25,2,0.8548387096774193,2,0.1034482758620689,0.0,0.2727801924346328,2023-11-23 17:42:11,0.0,1,8,4,0,0,0,0,0.9921988503833452,0,1,0,0,0,1
2221,223,0.3204523542746957,2024-11-04 08:06:37,1,4,90,492,79,2,0.1290322580645161,3,0.4482758620689654,0.0,0.0076199489942016,2023-02-06 16:40:27,0.0,1,8,4,0,0,0,0,41.99927870005741,1,0,0,0,0,1
1654,127,0.0436146650337441,2024-11-04 08:06:37,1,27,280,488,14,2,0.9193548387096776,2,0.5517241379310345,0.0,0.491500826121852,2023-06-14 16:16:25,0.0,1,8,4,0,0,0,0,0.08873591936494081,0,0,0,0,0,0
783,319,0.1384579305313078,2024-11-04 08:06:37,1,4,564,22,84,2,0.5806451612903226,1,0.4206896551724138,0.0,0.4490264668200157,2023-06-05 16:11:07,0.0,1,8,4,0,0,0,0,0.30834451266695223,0,0,0,0,0,0
1970,4,0.0607811970711624,2024-11-04 08:06:37,1,8,316,128,63,2,0.8548387096774193,2,0.7448275862068966,0.0,0.321243767115645,2023-11-20 16:31:15,0.0,1,8,4,0,0,0,0,0.1891999512313341,0,0,0,0,0,0
1952,345,0.7797951898272403,2024-11-04 08:06:37,1,22,137,237,91,2,0.2419354838709677,1,0.293103448275862,0.0,0.0583333445365046,2023-02-27 16:18:28,0.0,1,8,4,0,1,0,0,13.365623723188058,1,0,0,0,0,1
1253,434,0.4705578862339422,2024-11-04 08:06:37,1,12,278,222,27,2,0.0645161290322581,3,0.1896551724137931,0.0,0.5730980039981879,2023-07-06 17:52:32,0.0,1,8,4,0,1,0,0,0.8210631904478342,0,1,0,0,0,1
589,142,0.2702608333116189,2024-11-04 08:06:37,1,18,98,519,37,2,0.0645161290322581,3,0.2482758620689655,0.0,0.1145916376840625,2023-10-23 18:37:47,0.0,1,8,4,0,0,0,0,2.3582632741835914,1,0,0,0,0,1
531,31,0.0210073742085103,2024-11-04 08:06:37,1,8,365,221,95,1,0.1290322580645161,3,0.1827586206896551,0.0,0.0924705278172503,2023-02-13 17:02:27,0.0,1,8,4,0,0,0,0,0.22715456652694208,0,0,0,0,0,0
2042,228,0.4043828334679626,2024-11-04 08:06:38,0,33,636,337,35,2,0.967741935483871,2,0.3068965517241379,0.0,0.3222896951885964,2023-02-22 17:15:20,1.0,1,8,4,0,0,0,0,1.2546795405168925,1,0,0,0,0,1
691,413,0.0133830158688797,2024-11-04 08:06:38,0,38,226,428,2,2,0.6451612903225806,2,0.6931034482758621,1.0,0.3168610865014781,2023-10-16 18:53:31,0.0,1,8,4,0,0,1,0,0.04223489121913707,0,0,0,0,0,1
892,61,0.2724340099538786,2024-11-04 08:06:38,1,17,669,75,9,2,0.5645161290322581,2,0.2517241379310345,0.0,0.3014679291296345,2023-05-19 18:32:45,0.0,1,8,4,0,0,0,0,0.9036615407980095,0,0,0,0,0,0
591,55,0.1033744169684967,2024-11-04 08:06:38,0,40,363,588,78,1,0.1451612903225806,3,0.2551724137931034,0.0,0.0735927360429771,2023-05-15 16:19:14,0.0,1,8,4,0,0,0,0,1.4044914975461744,1,0,0,0,0,1
1281,126,0.7282122104385439,2024-11-04 08:06:38,0,2,115,418,19,0,0.1290322580645161,3,0.4620689655172413,0.0,0.0694735540178829,2023-11-13 17:28:12,0.0,1,8,4,0,1,0,0,10.480353527269559,1,0,0,0,0,1
