TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,time_diff,location_change,Hour,Day,DayOfWeek,high_amount_flag,many_login_attempts_flag,long_time_diff_flag,amount_to_balance_ratio,amount_exceeds_balance,suspicious_merchant_flag,reactivation_suspect_flag,duration_suspicious_flag,age_balance_anomaly_flag,strong_anomaly_label,zscore_TransactionAmount,zscore_TransactionDuration,zscore_LoginAttempts,zscore_AccountBalance,zscore_time_diff,zscore_Hour,zscore_Day,zscore_amount_to_balance_ratio,flag_zscore_TransactionAmount,flag_zscore_TransactionDuration,flag_zscore_LoginAttempts,flag_zscore_AccountBalance,flag_zscore_time_diff,flag_zscore_Hour,flag_zscore_Day,flag_zscore_amount_to_balance_ratio,isolation_pred,isolation_outlier_label,final_anomaly_flag
276,398,0.0869687573286082,2024-11-04 08:06:26,1,10,225,78,48,2,0.935483870967742,2,0.0344827586206896,0.0,0.253851314199213,2023-04-24 18:33:29,0.0,1,8,4,0,0,0,0,0.3425837355445228,0,0,0,0,0,0,-0.4469307439203017,-1.4244968519146932,-0.2067936485059296,-0.3170564992517199,-0.407686640205393,,,-0.0379805763879829,0,0,0,0,0,0,0,0,1,0,0
494,492,0.3437944602235714,2024-11-04 08:06:26,1,11,645,581,43,2,0.6774193548387097,1,0.3586206896551724,0.0,0.2572095768293322,2023-09-20 16:59:45,0.0,1,8,4,0,0,0,0,1.3365796820810514,1,0,0,0,0,1,1.2414215867971297,-0.0806765667857591,-0.2067936485059296,-0.3042467879438028,-0.407686640205393,,,-0.0336449036450148,0,0,0,0,0,0,0,0,1,0,1
1893,373,0.0022513484639237,2024-11-04 08:06:26,0,1,158,565,98,2,0.0483870967741935,3,0.4310344827586206,0.0,0.0477248375652192,2023-10-19 16:13:30,0.0,1,8,4,0,0,0,0,0.0471636351720632,0,0,0,0,0,0,-1.00385644526854,0.2195386032962364,-0.2067936485059296,-1.10330252864753,-0.407686640205393,,,-0.0392691579776491,0,0,0,0,0,0,0,0,1,0,0
1998,231,0.0318263543268103,2024-11-04 08:06:27,1,33,196,203,17,0,0.1451612903225806,1,0.4103448275862069,0.0,0.4998507737582293,2023-09-20 18:18:00,1.0,1,8,4,0,0,0,0,0.0636704378451667,0,0,0,0,0,0,-0.809432641432956,0.1337628404156664,-0.2067936485059296,0.62128049398777,2.437060138116683,,,-0.0391971575890432,0,0,0,0,0,0,0,0,1,0,0
1274,393,0.6040753576360841,2024-11-04 08:06:27,1,28,285,219,90,2,0.3709677419354839,0,0.4827586206896552,0.0,0.4300861613498656,2023-10-12 16:29:49,0.0,1,8,4,0,1,0,0,1.4045123205475287,1,0,0,0,0,1,2.952488099354736,0.4339780104976625,-0.2067936485059296,0.3551713051337286,-0.407686640205393,,,-0.0333485908783649,0,0,0,0,0,0,0,0,1,0,1
910,448,0.121677046147432,2024-11-04 08:06:27,1,4,358,483,55,2,0.8709677419354838,2,0.4551724137931034,0.0,0.3124535348470162,2023-02-13 16:43:40,0.0,1,8,4,0,0,0,0,0.3894119875684236,0,0,0,0,0,0,-0.218761134485061,0.3196103266569019,-0.2067936485059296,-0.0935249857338016,-0.407686640205393,,,-0.0377763180340044,0,0,0,0,0,0,0,0,1,0,0
1823,135,0.0162232587226724,2024-11-04 08:06:27,1,40,208,247,67,0,0.032258064516129,3,0.0172413793103448,0.0,0.0603116005253839,2023-01-09 17:09:31,0.0,1,8,4,0,0,0,0,0.2689460919699154,0,0,0,0,0,0,-0.9120061865754652,-1.4959766543151685,-0.2067936485059296,-1.055291751177404,-0.407686640205393,,,-0.0383017735973028,0,0,0,0,0,0,0,0,1,0,0
2200,217,0.0356567735883471,2024-11-04 08:06:27,1,34,350,282,93,2,0.5,1,0.4517241379310344,0.0,0.3103677284136175,2023-09-18 16:15:19,0.0,1,8,4,0,0,0,0,0.1148818691682347,0,0,0,0,0,0,-0.7842517611124006,0.3053143661768066,-0.2067936485059296,-0.101481057428851,-0.407686640205393,,,-0.0389737804136236,0,0,0,0,0,0,0,0,1,0,0
1689,309,0.0142012142689631,2024-11-04 08:06:27,0,8,244,442,56,2,0.3548387096774194,0,0.3206896551724137,0.0,0.9104400560875568,2023-09-20 18:16:03,0.0,1,8,4,0,0,0,0,0.0155980157000477,0,0,0,0,0,0,-0.9252989506086295,-0.2379321320668049,-0.2067936485059296,2.1874266689749273,-0.407686640205393,,,-0.0394068428408888,0,0,0,0,0,0,0,0,1,0,0
2267,411,0.7089715193996404,2024-11-04 08:06:27,1,33,16,192,91,1,0.1774193548387097,1,0.3724137931034482,0.0,0.1855514044071483,2023-04-19 16:38:41,0.0,1,8,4,0,1,0,0,3.820684164709464,1,0,0,0,0,1,3.642067363425685,-0.0234927248653793,-0.2067936485059296,-0.5775787463643779,-0.407686640205393,,,-0.0228095837088071,1,0,0,0,0,0,0,0,-1,1,1
330,85,0.094811996768898,2024-11-04 08:06:27,1,23,99,164,6,1,0.1290322580645161,3,0.1482758620689655,0.0,0.072250372057319,2023-06-19 16:36:25,0.0,1,8,4,0,0,0,0,1.3120884112482898,1,0,0,0,0,1,-0.3953698937401156,-0.9527301560715568,-0.2067936485059296,-1.0097526633991984,-0.407686640205393,,,-0.0337517311786282,0,0,0,0,0,0,0,0,1,0,1
275,53,0.2013810355160643,2024-11-04 08:06:28,1,27,438,321,18,1,0.4516129032258065,0,0.4068965517241379,0.0,0.4545222945349586,2023-10-31 16:48:01,1.0,1,8,4,0,0,0,0,0.4430511053611743,0,0,0,0,0,0,0.3052067343891989,0.1194668799355713,-0.2067936485059296,0.4483801592523656,2.437060138116683,,,-0.0375423516262125,0,0,0,0,0,0,0,0,1,0,0
1800,207,0.1645152044193136,2024-11-04 08:06:28,1,29,97,564,91,0,0.967741935483871,2,0.2862068965517241,0.0,0.2804875261650065,2023-09-29 18:23:17,0.0,1,8,4,0,0,0,0,0.5865121402979336,0,0,0,0,0,0,0.0628536086917675,-0.3808917368677552,-0.2067936485059296,-0.2154556945504546,-0.407686640205393,,,-0.0369165944478048,0,0,0,0,0,0,0,0,1,0,0
179,9,0.0176720431508455,2024-11-04 08:06:29,0,30,35,227,90,2,0.5806451612903226,1,0.1517241379310344,0.0,0.0420320580987501,2023-11-21 16:57:43,1.0,1,8,4,0,0,0,0,0.4203420086936915,0,0,0,0,0,0,-0.9024819896651054,-0.938434195591462,-0.2067936485059296,-1.1250169892293451,2.437060138116683,,,-0.037641405562782,0,0,0,0,0,0,0,0,-1,1,0
1494,140,0.0131954034968861,2024-11-04 08:06:29,1,29,82,279,47,0,0.6774193548387097,1,0.5379310344827587,0.0,0.4463450998000906,2023-11-16 16:33:22,0.0,1,8,4,0,0,0,0,0.0295625691356409,0,0,0,0,0,0,-0.931911072924095,0.6627133781791834,-0.2067936485059296,0.4171891788558859,-0.407686640205393,,,-0.0393459313915923,0,0,0,0,0,0,0,0,1,0,0
807,312,0.3483388487896396,2024-11-04 08:06:29,1,11,662,243,18,2,0.4193548387096775,0,0.4586206896551724,0.75,0.8970755689754611,2023-11-07 17:38:05,0.0,1,8,4,0,0,1,0,0.3883005822816531,0,0,0,0,0,1,1.2712960461706326,0.333906287136997,4.772110297630446,2.1364493510758065,-0.407686640205393,,,-0.0377811658300392,0,0,1,0,0,0,0,0,-1,1,1
1044,314,0.0568257028949631,2024-11-04 08:06:29,1,13,5,574,19,1,0.6129032258064516,0,0.0586206896551724,0.0,0.9013305334367612,2023-08-02 16:52:15,0.0,1,8,4,0,0,0,0,0.0630457643775209,0,0,0,0,0,0,-0.6450888551775733,-1.3244251285540278,-0.2067936485059296,2.152679429654493,-0.407686640205393,,,-0.03919988232825,0,0,0,0,0,0,0,0,1,0,0
1413,400,0.1888735440498215,2024-11-04 08:06:30,0,24,272,217,13,0,0.7258064516129032,2,0.4379310344827586,0.0,0.1303726488464542,2023-01-16 18:02:19,1.0,1,8,4,0,0,0,0,1.4486095022678165,1,1,0,0,0,1,0.222983451709833,0.2481305242564268,-0.2067936485059296,-0.7880518412091133,2.437060138116683,,,-0.033156245075052,0,0,0,0,0,0,0,0,1,0,1
159,486,0.0147327826562785,2024-11-04 08:06:30,1,42,300,343,34,2,0.7096774193548387,0,0.3068965517241379,0.0,0.5760186707571687,2023-05-31 16:37:39,0.0,1,8,4,0,0,0,0,0.0255764745822682,0,0,0,0,0,0,-0.921804461094756,-0.295115973987185,-0.2067936485059296,0.9118142845069876,-0.407686640205393,,,-0.0393633181843314,0,0,0,0,0,0,0,0,1,0,0
114,332,0.1707272585142142,2024-11-04 08:06:30,1,14,635,251,50,2,0.3548387096774194,1,0.3241379310344827,0.0,0.025469961833036,2023-02-10 16:52:48,0.0,1,8,4,0,0,0,0,6.700451893646798,1,0,0,0,0,1,0.1036911724225192,-0.2236361715867098,-0.2067936485059296,-1.1881912240003156,-0.407686640205393,,,-0.0102484354546941,0,0,0,0,0,0,0,0,1,0,1
675,282,0.0069103890350991,2024-11-04 08:06:30,1,39,567,202,0,0,0.1290322580645161,3,0.1896551724137931,0.0,0.0106555602907626,2023-05-15 16:51:28,0.0,1,8,4,0,0,0,0,0.6479161756822247,0,0,0,0,0,0,-0.9732282724704764,-0.7811786303104162,-0.2067936485059296,-1.2446990757847802,-0.407686640205393,,,-0.0366487585441962,0,0,0,0,0,0,0,0,1,0,0
172,243,0.0922062693800974,2024-11-04 08:06:30,1,6,646,87,87,2,0.935483870967742,2,0.1137931034482758,0.0,0.3523655048081771,2023-05-15 17:25:28,0.0,1,8,4,0,0,0,0,0.2616704853826085,0,0,0,0,0,0,-0.412499744298317,-1.0956897608725074,-0.2067936485059296,0.0587146897303466,-0.407686640205393,,,-0.038333508786243,0,0,0,0,0,0,0,0,1,0,0
118,83,0.2123094561846939,2024-11-04 08:06:30,1,4,527,589,40,2,0.1290322580645161,1,0.1793103448275861,0.0,0.5542470998350445,2023-07-07 16:11:38,0.0,1,8,4,0,0,0,0,0.3830522987398456,0,0,0,0,0,0,0.3770493276302947,-0.8240665117507018,-0.2067936485059296,0.8287691004493156,-0.407686640205393,,,-0.0378040581164503,0,0,0,0,0,0,0,0,1,0,0
2252,473,0.1231518878494931,2024-11-04 08:06:31,1,34,636,219,22,0,0.9838709677419356,2,0.3517241379310344,0.0,0.2277058011365393,2023-09-01 17:51:34,1.0,1,8,4,0,0,0,0,0.5408139761704579,0,0,0,0,0,0,-0.2090656390691192,-0.1092684877459495,-0.2067936485059296,-0.416785588729851,2.437060138116683,,,-0.037115923514791,0,0,0,0,0,0,0,0,1,0,0
2306,483,0.1088308101206451,2024-11-04 08:06:31,1,41,57,510,90,0,0.4838709677419355,0,0.6655172413793103,0.0,0.6049416740495566,2023-11-07 18:44:46,0.0,1,8,4,0,0,0,0,0.1799000065445391,0,0,0,0,0,0,-0.3032112977369932,1.1916639159426996,-0.2067936485059296,1.02213779494675,-0.407686640205393,,,-0.0386901802973422,0,0,0,0,0,0,0,0,1,0,0
977,31,0.2067644683013263,2024-11-04 08:06:31,1,20,43,570,57,0,0.0645161290322581,3,0.3103448275862069,0.0,0.0415595083331428,2023-08-07 17:45:52,0.0,1,8,4,0,0,0,0,4.9739454853372855,1,0,0,0,0,1,0.3405970056424427,-0.2808200135070897,-0.2067936485059296,-1.1268194766291582,-0.407686640205393,,,-0.0177792174474678,0,0,0,0,0,0,0,0,1,0,1
270,22,0.102050707454986,2024-11-04 08:06:31,1,37,603,293,87,2,0.6935483870967742,2,0.3034482758620689,0.0,0.2777873378172906,2023-08-25 16:52:28,0.0,1,8,4,0,0,0,0,0.3673566789977862,0,0,0,0,0,0,-0.3477831688894328,-0.30941193446728,-0.2067936485059296,-0.2257552562646063,-0.407686640205393,,,-0.0378725202373842,0,0,0,0,0,0,0,0,1,0,0
1807,487,0.113510696510931,2024-11-04 08:06:31,1,2,1,566,66,1,0.0806451612903226,3,0.803448275862069,0.0,0.0230137785563234,2023-11-06 18:42:53,0.0,1,8,4,0,0,0,0,4.930150636797004,1,0,0,1,0,1,-0.2724460861344634,1.7635023351465016,-0.2067936485059296,-1.1975600560898132,-0.407686640205393,,,-0.0179702445152945,0,0,0,0,0,0,0,0,1,0,1
49,466,0.0113349141412825,2024-11-04 08:06:31,0,34,294,76,54,2,0.3709677419354839,1,0.5689655172413793,0.0,0.0829375252911592,2023-03-27 16:45:18,0.0,1,8,4,0,0,0,0,0.1366516252473491,0,0,0,0,0,0,-0.9441417862226508,0.7913770225000385,-0.2067936485059296,-0.9689877314367136,-0.407686640205393,,,-0.0388788237506894,0,0,0,0,0,0,0,0,1,0,0
1483,196,0.2925293795763087,2024-11-04 08:06:32,1,34,223,211,21,2,0.7580645161290323,0,0.0448275862068965,0.0,0.7829410206806062,2023-06-23 17:38:26,1.0,1,8,4,0,0,0,0,0.373624111661567,0,0,0,0,0,0,0.9044089069150784,-1.3816089704744083,-0.2067936485059296,1.701096082155114,2.437060138116683,,,-0.0378451825635603,0,0,0,0,0,0,0,0,-1,1,0
980,396,0.0533705083774135,2024-11-04 08:06:32,1,0,95,343,90,1,0.9838709677419356,2,0.3758620689655172,0.0,0.3062290528704541,2023-05-10 17:41:59,0.0,1,8,4,0,0,0,0,0.1742772774313353,0,0,0,0,0,0,-0.6678030370177483,-0.009196764385284,-0.2067936485059296,-0.1172675651395888,-0.407686640205393,,,-0.0387147058635099,0,0,0,0,0,0,0,0,1,0,0
573,456,0.1825051463115928,2024-11-04 08:06:32,1,26,78,151,22,1,0.532258064516129,2,0.5344827586206897,0.0,0.3857115201314267,2023-12-08 16:16:02,0.0,1,8,4,0,0,0,0,0.4731526160360664,0,0,0,0,0,0,0.1811180969455885,0.6484174176990883,-0.2067936485059296,0.1859092771128829,-0.407686640205393,,,-0.0374110530029031,0,0,0,0,0,0,0,0,1,0,0
875,56,0.3041717695494697,2024-11-04 08:06:32,1,18,414,393,23,2,0.5967741935483871,1,0.4448275862068965,0.0,0.4209853771726871,2023-08-01 16:11:52,0.0,1,8,4,0,0,0,0,0.7225061985056006,0,0,0,0,0,0,0.9809450792091212,0.2767224452166167,-0.2067936485059296,0.3204573977282266,-0.407686640205393,,,-0.036323407188409,0,0,0,0,0,0,0,0,1,0,0
647,272,0.0104020637360919,2024-11-04 08:06:32,1,17,121,212,2,0,0.4032258064516129,1,0.4413793103448276,0.0,0.3639285219745723,2023-03-10 18:26:19,0.0,1,8,4,0,0,0,0,0.028581925539662,0,0,0,0,0,0,-0.9502742727224868,0.2624264847365218,-0.2067936485059296,0.1028205051664531,-0.407686640205393,,,-0.0393502088232302,0,0,0,0,0,0,0,0,1,0,0
2340,202,0.1763712640383563,2024-11-04 08:06:32,1,41,460,445,25,1,0.0,3,0.5482758620689655,0.0,0.0696819330041393,2023-10-23 18:46:51,0.0,1,8,4,0,0,0,0,2.530727107653634,1,1,0,0,0,1,0.1407944287315833,0.7056012596194682,-0.2067936485059296,-1.0195496823959065,-0.407686640205393,,,-0.0284361978528224,0,0,0,0,0,0,0,0,1,0,1
2381,447,0.0237955025145269,2024-11-04 08:06:32,1,26,602,70,86,0,0.1290322580645161,3,0.0448275862068965,0.0,0.029798867224943,2023-06-19 17:25:35,0.0,1,8,4,0,0,0,0,0.7982692644762988,0,0,0,0,0,0,-0.8622268408533323,-1.3816089704744083,-0.2067936485059296,-1.1716791061414316,-0.407686640205393,,,-0.0359929391807703,0,0,0,0,0,0,0,0,1,0,0
2063,108,0.1829846001511322,2024-11-04 08:06:32,1,27,248,442,25,1,0.7419354838709677,2,0.0379310344827586,0.0,0.5045043470545295,2023-06-26 18:41:55,0.0,1,8,4,0,0,0,0,0.3626945422254853,0,1,0,0,0,1,0.1842699894482982,-1.4102008914345985,-0.2067936485059296,0.639031020686071,-0.407686640205393,,,-0.0378928558327135,0,0,0,0,0,0,0,0,1,0,1
2065,478,0.3148969434817729,2024-11-04 08:06:32,1,32,484,390,72,0,0.1612903225806451,3,0.2413793103448275,0.0,0.0408805961521139,2023-08-08 18:39:24,0.0,1,8,4,0,0,0,0,7.700962400018562,1,0,0,0,0,1,1.0514515441066776,-0.5667392231089908,-0.2067936485059296,-1.12940911002007,-0.407686640205393,,,-0.0058843471033842,0,0,0,0,0,0,0,0,1,0,1
9,380,0.4250983662089272,2024-11-04 08:06:32,1,26,194,393,6,0,0.5967741935483871,0,0.3793103448275862,0.0,0.0618838535862023,2023-03-31 16:06:57,0.0,1,8,4,0,0,0,0,6.8681838595955895,1,0,0,0,0,1,1.7759071839141247,0.005099196094811,-0.2067936485059296,-1.049294570483005,-0.407686640205393,,,-0.0095168118344745,0,0,0,0,0,0,0,0,1,0,1
663,129,0.1501003205044688,2024-11-04 08:06:33,1,32,125,267,86,2,0.1451612903225806,3,0.0896551724137931,0.0,0.0040049096777923,2023-01-17 17:11:24,1.0,1,8,4,0,0,0,0,37.38572783709677,1,0,0,0,0,1,-0.0319087245962015,-1.1957614842331723,-0.2067936485059296,-1.270067227041892,2.437060138116683,,,0.1235964911589795,0,0,0,0,0,0,0,0,-1,1,1
