TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,time_diff,location_change,Hour,Day,DayOfWeek,high_amount_flag,many_login_attempts_flag,long_time_diff_flag,amount_to_balance_ratio,amount_exceeds_balance,suspicious_merchant_flag,reactivation_suspect_flag,duration_suspicious_flag,age_balance_anomaly_flag,strong_anomaly_label,zscore_TransactionAmount,zscore_TransactionDuration,zscore_LoginAttempts,zscore_AccountBalance,zscore_time_diff,zscore_Hour,zscore_Day,zscore_amount_to_balance_ratio,flag_zscore_TransactionAmount,flag_zscore_TransactionDuration,flag_zscore_LoginAttempts,flag_zscore_AccountBalance,flag_zscore_time_diff,flag_zscore_Hour,flag_zscore_Day,flag_zscore_amount_to_balance_ratio
256,71,0.0971102483258201,2024-11-04 08:06:24,1,42,147,459,36,2,0.6451612903225806,0,0.0103448275862068,0.0,0.0946087650923522,2023-07-04 16:27:23,0.0,1,8,4,0,0,0,0,1.0263318088228703,1,0,0,0,0,1,-0.3802613655477822,-1.5245685752753588,-0.20679364850592963,-0.9244691130541347,-0.407686640205393,,,-0.034998161927743555,0,0,0,0,0,0,0,0
1908,451,0.2576543242046017,2024-11-04 08:06:25,1,15,483,91,8,2,0.2419354838709677,0,0.3448275862068965,0.0,0.3650450300267397,2023-06-19 16:59:35,1.0,1,8,4,0,0,0,0,0.7057958472335771,0,0,0,0,0,0,0.675142987044113,-0.13786040870613944,-0.20679364850592963,0.10707929829744822,2.437060138116683,,,-0.03639629542783092,0,0,0,0,0,0,0,0
60,433,0.2961461291919639,2024-11-04 08:06:25,1,16,227,376,93,0,0.4516129032258065,1,0.489655172413793,0.0,0.3628926767557946,2023-10-06 18:44:37,0.0,1,8,4,0,0,0,0,0.8160483461830382,0,0,0,0,0,0,0.9281851394898617,0.46256993145785213,-0.20679364850592963,0.09886939125022041,-0.407686640205393,,,-0.03591538928711183,0,0,0,0,0,0,0,0
1694,388,0.2041795867316361,2024-11-04 08:06:25,1,10,396,393,98,0,0.6774193548387097,1,0.5586206896551724,0.0,0.28786145351737,2023-06-19 16:32:01,0.0,1,8,4,0,0,0,0,0.7092734768830283,0,0,0,0,0,0,0.323604193888707,0.7484891410597533,-0.20679364850592963,-0.18732868633431152,-0.407686640205393,,,-0.036381126488627694,0,0,0,0,0,0,0,0
433,470,0.0443442687026083,2024-11-04 08:06:25,1,42,497,10,73,0,0.7741935483870968,2,0.5379310344827587,0.0,0.1393121073568537,2023-07-05 16:08:25,0.0,1,8,4,0,0,0,0,0.3182859457403036,0,0,0,0,0,0,-0.7271408393513573,0.6627133781791834,-0.20679364850592963,-0.7539532922331345,-0.407686640205393,,,-0.038086559984128986,0,0,0,0,0,0,0,0
1250,322,0.0420564400552414,2024-11-04 08:06:25,0,17,175,543,77,2,0.0161290322580645,3,0.3,0.0,0.0577203070027438,2023-09-27 17:47:10,0.0,1,8,4,0,0,0,0,0.728498465342347,0,0,0,0,0,0,-0.7421808481414579,-0.3237078949473749,-0.20679364850592963,-1.065175945951628,-0.407686640205393,,,-0.03629726974983778,0,0,0,0,0,0,0,0
709,457,0.0518539750371316,2024-11-04 08:06:26,1,34,484,411,38,1,0.1290322580645161,3,0.4172413793103448,0.0,0.0212170139425707,2023-08-07 16:21:37,1.0,1,8,4,0,0,0,0,2.4428294614316264,1,0,0,0,0,1,-0.6777726100426212,0.16235476137585636,-0.20679364850592963,-1.2044136105986327,2.437060138116683,,,-0.028819595220008612,0,0,0,0,0,0,0,0
513,464,0.0340360111525132,2024-11-04 08:06:26,1,24,629,0,38,2,0.3709677419354839,1,0.2482758620689655,0.0,0.4982637325112894,2023-04-06 17:24:16,0.0,1,8,4,0,0,0,0,0.0683078575725282,0,0,0,0,0,0,-0.7949065281596014,-0.5381473021488005,-0.20679364850592963,0.6152269054373312,-0.407686640205393,,,-0.039176929806043016,0,0,0,0,0,0,0,0
1589,33,0.0368032936394194,2024-11-04 08:06:26,0,29,304,208,86,1,0.903225806451613,2,0.5724137931034483,0.0,0.1138287017182528,2023-12-04 16:18:39,0.0,1,8,4,0,0,0,0,0.3232933359562233,0,0,0,0,0,0,-0.7767146268667918,0.8056729829801336,-0.20679364850592963,-0.8511568481567622,-0.407686640205393,,,-0.038064718441064134,0,0,0,0,0,0,0,0
276,398,0.0869687573286082,2024-11-04 08:06:26,1,10,225,78,48,2,0.935483870967742,2,0.0344827586206896,0.0,0.253851314199213,2023-04-24 18:33:29,0.0,1,8,4,0,0,0,0,0.3425837355445228,0,0,0,0,0,0,-0.4469307439203017,-1.4244968519146932,-0.20679364850592963,-0.3170564992517199,-0.407686640205393,,,-0.03798057638798295,0,0,0,0,0,0,0,0
494,492,0.3437944602235714,2024-11-04 08:06:26,1,11,645,581,43,2,0.6774193548387097,1,0.3586206896551724,0.0,0.2572095768293322,2023-09-20 16:59:45,0.0,1,8,4,0,0,0,0,1.3365796820810514,1,0,0,0,0,1,1.2414215867971297,-0.08067656678575916,-0.20679364850592963,-0.30424678794380283,-0.407686640205393,,,-0.03364490364501485,0,0,0,0,0,0,0,0
1893,373,0.0022513484639237,2024-11-04 08:06:26,0,1,158,565,98,2,0.0483870967741935,3,0.4310344827586206,0.0,0.0477248375652192,2023-10-19 16:13:30,0.0,1,8,4,0,0,0,0,0.0471636351720632,0,0,0,0,0,0,-1.0038564452685401,0.21953860329623642,-0.20679364850592963,-1.10330252864753,-0.407686640205393,,,-0.03926915797764912,0,0,0,0,0,0,0,0
1998,231,0.0318263543268103,2024-11-04 08:06:27,1,33,196,203,17,0,0.1451612903225806,1,0.4103448275862069,0.0,0.4998507737582293,2023-09-20 18:18:00,1.0,1,8,4,0,0,0,0,0.0636704378451667,0,0,0,0,0,0,-0.809432641432956,0.13376284041566644,-0.20679364850592963,0.62128049398777,2.437060138116683,,,-0.03919715758904321,0,0,0,0,0,0,0,0
1274,393,0.6040753576360841,2024-11-04 08:06:27,1,28,285,219,90,2,0.3709677419354839,0,0.4827586206896552,0.0,0.4300861613498656,2023-10-12 16:29:49,0.0,1,8,4,0,1,0,0,1.4045123205475287,1,0,0,0,0,1,2.9524880993547358,0.4339780104976625,-0.20679364850592963,0.3551713051337286,-0.407686640205393,,,-0.03334859087836497,0,0,0,0,0,0,0,0
910,448,0.121677046147432,2024-11-04 08:06:27,1,4,358,483,55,2,0.8709677419354838,2,0.4551724137931034,0.0,0.3124535348470162,2023-02-13 16:43:40,0.0,1,8,4,0,0,0,0,0.3894119875684236,0,0,0,0,0,0,-0.21876113448506102,0.3196103266569019,-0.20679364850592963,-0.09352498573380165,-0.407686640205393,,,-0.037776318034004434,0,0,0,0,0,0,0,0
1823,135,0.0162232587226724,2024-11-04 08:06:27,1,40,208,247,67,0,0.032258064516129,3,0.0172413793103448,0.0,0.0603116005253839,2023-01-09 17:09:31,0.0,1,8,4,0,0,0,0,0.2689460919699154,0,0,0,0,0,0,-0.9120061865754651,-1.4959766543151685,-0.20679364850592963,-1.055291751177404,-0.407686640205393,,,-0.03830177359730285,0,0,0,0,0,0,0,0
2200,217,0.0356567735883471,2024-11-04 08:06:27,1,34,350,282,93,2,0.5,1,0.4517241379310344,0.0,0.3103677284136175,2023-09-18 16:15:19,0.0,1,8,4,0,0,0,0,0.1148818691682347,0,0,0,0,0,0,-0.7842517611124006,0.30531436617680663,-0.20679364850592963,-0.10148105742885109,-0.407686640205393,,,-0.03897378041362367,0,0,0,0,0,0,0,0
1689,309,0.0142012142689631,2024-11-04 08:06:27,0,8,244,442,56,2,0.3548387096774194,0,0.3206896551724137,0.0,0.9104400560875568,2023-09-20 18:16:03,0.0,1,8,4,0,0,0,0,0.0155980157000477,0,0,0,0,0,0,-0.9252989506086297,-0.23793213206680494,-0.20679364850592963,2.1874266689749273,-0.407686640205393,,,-0.03940684284088884,0,0,0,0,0,0,0,0
2267,411,0.7089715193996404,2024-11-04 08:06:27,1,33,16,192,91,1,0.1774193548387097,1,0.3724137931034482,0.0,0.1855514044071483,2023-04-19 16:38:41,0.0,1,8,4,0,1,0,0,3.820684164709464,1,0,0,0,0,1,3.642067363425685,-0.02349272486537933,-0.20679364850592963,-0.5775787463643779,-0.407686640205393,,,-0.022809583708807167,1,0,0,0,0,0,0,0
330,85,0.094811996768898,2024-11-04 08:06:27,1,23,99,164,6,1,0.1290322580645161,3,0.1482758620689655,0.0,0.072250372057319,2023-06-19 16:36:25,0.0,1,8,4,0,0,0,0,1.3120884112482898,1,0,0,0,0,1,-0.39536989374011566,-0.9527301560715568,-0.20679364850592963,-1.0097526633991984,-0.407686640205393,,,-0.03375173117862829,0,0,0,0,0,0,0,0
275,53,0.2013810355160643,2024-11-04 08:06:28,1,27,438,321,18,1,0.4516129032258065,0,0.4068965517241379,0.0,0.4545222945349586,2023-10-31 16:48:01,1.0,1,8,4,0,0,0,0,0.4430511053611743,0,0,0,0,0,0,0.3052067343891989,0.11946687993557138,-0.20679364850592963,0.44838015925236563,2.437060138116683,,,-0.03754235162621251,0,0,0,0,0,0,0,0
1800,207,0.1645152044193136,2024-11-04 08:06:28,1,29,97,564,91,0,0.967741935483871,2,0.2862068965517241,0.0,0.2804875261650065,2023-09-29 18:23:17,0.0,1,8,4,0,0,0,0,0.5865121402979336,0,0,0,0,0,0,0.06285360869176755,-0.3808917368677552,-0.20679364850592963,-0.21545569455045466,-0.407686640205393,,,-0.036916594447804894,0,0,0,0,0,0,0,0
179,9,0.0176720431508455,2024-11-04 08:06:29,0,30,35,227,90,2,0.5806451612903226,1,0.1517241379310344,0.0,0.0420320580987501,2023-11-21 16:57:43,1.0,1,8,4,0,0,0,0,0.4203420086936915,0,0,0,0,0,0,-0.9024819896651054,-0.938434195591462,-0.20679364850592963,-1.1250169892293451,2.437060138116683,,,-0.03764140556278208,0,0,0,0,0,0,0,0
1494,140,0.0131954034968861,2024-11-04 08:06:29,1,29,82,279,47,0,0.6774193548387097,1,0.5379310344827587,0.0,0.4463450998000906,2023-11-16 16:33:22,0.0,1,8,4,0,0,0,0,0.0295625691356409,0,0,0,0,0,0,-0.931911072924095,0.6627133781791834,-0.20679364850592963,0.41718917885588597,-0.407686640205393,,,-0.039345931391592315,0,0,0,0,0,0,0,0
807,312,0.3483388487896396,2024-11-04 08:06:29,1,11,662,243,18,2,0.4193548387096775,0,0.4586206896551724,0.75,0.8970755689754611,2023-11-07 17:38:05,0.0,1,8,4,0,0,1,0,0.3883005822816531,0,0,0,0,0,1,1.2712960461706326,0.333906287136997,4.772110297630446,2.1364493510758065,-0.407686640205393,,,-0.03778116583003925,0,0,1,0,0,0,0,0
1044,314,0.0568257028949631,2024-11-04 08:06:29,1,13,5,574,19,1,0.6129032258064516,0,0.0586206896551724,0.0,0.9013305334367612,2023-08-02 16:52:15,0.0,1,8,4,0,0,0,0,0.0630457643775209,0,0,0,0,0,0,-0.6450888551775733,-1.3244251285540278,-0.20679364850592963,2.152679429654493,-0.407686640205393,,,-0.039199882328250016,0,0,0,0,0,0,0,0
1413,400,0.1888735440498215,2024-11-04 08:06:30,0,24,272,217,13,0,0.7258064516129032,2,0.4379310344827586,0.0,0.1303726488464542,2023-01-16 18:02:19,1.0,1,8,4,0,0,0,0,1.4486095022678165,1,1,0,0,0,1,0.22298345170983308,0.2481305242564268,-0.20679364850592963,-0.7880518412091133,2.437060138116683,,,-0.03315624507505204,0,0,0,0,0,0,0,0
159,486,0.0147327826562785,2024-11-04 08:06:30,1,42,300,343,34,2,0.7096774193548387,0,0.3068965517241379,0.0,0.5760186707571687,2023-05-31 16:37:39,0.0,1,8,4,0,0,0,0,0.0255764745822682,0,0,0,0,0,0,-0.921804461094756,-0.295115973987185,-0.20679364850592963,0.9118142845069876,-0.407686640205393,,,-0.039363318184331426,0,0,0,0,0,0,0,0
114,332,0.1707272585142142,2024-11-04 08:06:30,1,14,635,251,50,2,0.3548387096774194,1,0.3241379310344827,0.0,0.025469961833036,2023-02-10 16:52:48,0.0,1,8,4,0,0,0,0,6.700451893646798,1,0,0,0,0,1,0.10369117242251925,-0.22363617158670987,-0.20679364850592963,-1.1881912240003156,-0.407686640205393,,,-0.01024843545469414,0,0,0,0,0,0,0,0
675,282,0.0069103890350991,2024-11-04 08:06:30,1,39,567,202,0,0,0.1290322580645161,3,0.1896551724137931,0.0,0.0106555602907626,2023-05-15 16:51:28,0.0,1,8,4,0,0,0,0,0.6479161756822247,0,0,0,0,0,0,-0.9732282724704764,-0.7811786303104162,-0.20679364850592963,-1.2446990757847802,-0.407686640205393,,,-0.036648758544196275,0,0,0,0,0,0,0,0
172,243,0.0922062693800974,2024-11-04 08:06:30,1,6,646,87,87,2,0.935483870967742,2,0.1137931034482758,0.0,0.3523655048081771,2023-05-15 17:25:28,0.0,1,8,4,0,0,0,0,0.2616704853826085,0,0,0,0,0,0,-0.412499744298317,-1.0956897608725074,-0.20679364850592963,0.05871468973034668,-0.407686640205393,,,-0.03833350878624306,0,0,0,0,0,0,0,0
118,83,0.2123094561846939,2024-11-04 08:06:30,1,4,527,589,40,2,0.1290322580645161,1,0.1793103448275861,0.0,0.5542470998350445,2023-07-07 16:11:38,0.0,1,8,4,0,0,0,0,0.3830522987398456,0,0,0,0,0,0,0.3770493276302947,-0.8240665117507018,-0.20679364850592963,0.8287691004493156,-0.407686640205393,,,-0.037804058116450344,0,0,0,0,0,0,0,0
2252,473,0.1231518878494931,2024-11-04 08:06:31,1,34,636,219,22,0,0.9838709677419356,2,0.3517241379310344,0.0,0.2277058011365393,2023-09-01 17:51:34,1.0,1,8,4,0,0,0,0,0.5408139761704579,0,0,0,0,0,0,-0.20906563906911924,-0.10926848774594952,-0.20679364850592963,-0.416785588729851,2.437060138116683,,,-0.03711592351479109,0,0,0,0,0,0,0,0
2306,483,0.1088308101206451,2024-11-04 08:06:31,1,41,57,510,90,0,0.4838709677419355,0,0.6655172413793103,0.0,0.6049416740495566,2023-11-07 18:44:46,0.0,1,8,4,0,0,0,0,0.1799000065445391,0,0,0,0,0,0,-0.30321129773699323,1.1916639159426996,-0.20679364850592963,1.02213779494675,-0.407686640205393,,,-0.038690180297342266,0,0,0,0,0,0,0,0
977,31,0.2067644683013263,2024-11-04 08:06:31,1,20,43,570,57,0,0.0645161290322581,3,0.3103448275862069,0.0,0.0415595083331428,2023-08-07 17:45:52,0.0,1,8,4,0,0,0,0,4.9739454853372855,1,0,0,0,0,1,0.3405970056424427,-0.2808200135070897,-0.20679364850592963,-1.1268194766291582,-0.407686640205393,,,-0.017779217447467802,0,0,0,0,0,0,0,0
270,22,0.102050707454986,2024-11-04 08:06:31,1,37,603,293,87,2,0.6935483870967742,2,0.3034482758620689,0.0,0.2777873378172906,2023-08-25 16:52:28,0.0,1,8,4,0,0,0,0,0.3673566789977862,0,0,0,0,0,0,-0.3477831688894328,-0.30941193446728005,-0.20679364850592963,-0.22575525626460635,-0.407686640205393,,,-0.03787252023738429,0,0,0,0,0,0,0,0
1807,487,0.113510696510931,2024-11-04 08:06:31,1,2,1,566,66,1,0.0806451612903226,3,0.803448275862069,0.0,0.0230137785563234,2023-11-06 18:42:53,0.0,1,8,4,0,0,0,0,4.930150636797004,1,0,0,1,0,1,-0.27244608613446347,1.7635023351465016,-0.20679364850592963,-1.1975600560898132,-0.407686640205393,,,-0.01797024451529452,0,0,0,0,0,0,0,0
49,466,0.0113349141412825,2024-11-04 08:06:31,0,34,294,76,54,2,0.3709677419354839,1,0.5689655172413793,0.0,0.0829375252911592,2023-03-27 16:45:18,0.0,1,8,4,0,0,0,0,0.1366516252473491,0,0,0,0,0,0,-0.9441417862226508,0.7913770225000385,-0.20679364850592963,-0.9689877314367137,-0.407686640205393,,,-0.03887882375068941,0,0,0,0,0,0,0,0
1483,196,0.2925293795763087,2024-11-04 08:06:32,1,34,223,211,21,2,0.7580645161290323,0,0.0448275862068965,0.0,0.7829410206806062,2023-06-23 17:38:26,1.0,1,8,4,0,0,0,0,0.373624111661567,0,0,0,0,0,0,0.9044089069150784,-1.3816089704744083,-0.20679364850592963,1.701096082155114,2.437060138116683,,,-0.03784518256356035,0,0,0,0,0,0,0,0
980,396,0.0533705083774135,2024-11-04 08:06:32,1,0,95,343,90,1,0.9838709677419356,2,0.3758620689655172,0.0,0.3062290528704541,2023-05-10 17:41:59,0.0,1,8,4,0,0,0,0,0.1742772774313353,0,0,0,0,0,0,-0.6678030370177483,-0.00919676438528403,-0.20679364850592963,-0.11726756513958889,-0.407686640205393,,,-0.038714705863509974,0,0,0,0,0,0,0,0
573,456,0.1825051463115928,2024-11-04 08:06:32,1,26,78,151,22,1,0.532258064516129,2,0.5344827586206897,0.0,0.3857115201314267,2023-12-08 16:16:02,0.0,1,8,4,0,0,0,0,0.4731526160360664,0,0,0,0,0,0,0.18111809694558859,0.6484174176990883,-0.20679364850592963,0.1859092771128829,-0.407686640205393,,,-0.037411053002903184,0,0,0,0,0,0,0,0
875,56,0.3041717695494697,2024-11-04 08:06:32,1,18,414,393,23,2,0.5967741935483871,1,0.4448275862068965,0.0,0.4209853771726871,2023-08-01 16:11:52,0.0,1,8,4,0,0,0,0,0.7225061985056006,0,0,0,0,0,0,0.9809450792091212,0.2767224452166167,-0.20679364850592963,0.3204573977282266,-0.407686640205393,,,-0.03632340718840904,0,0,0,0,0,0,0,0
647,272,0.0104020637360919,2024-11-04 08:06:32,1,17,121,212,2,0,0.4032258064516129,1,0.4413793103448276,0.0,0.3639285219745723,2023-03-10 18:26:19,0.0,1,8,4,0,0,0,0,0.028581925539662,0,0,0,0,0,0,-0.9502742727224867,0.26242648473652186,-0.20679364850592963,0.10282050516645316,-0.407686640205393,,,-0.039350208823230204,0,0,0,0,0,0,0,0
2340,202,0.1763712640383563,2024-11-04 08:06:32,1,41,460,445,25,1,0.0,3,0.5482758620689655,0.0,0.0696819330041393,2023-10-23 18:46:51,0.0,1,8,4,0,0,0,0,2.530727107653634,1,1,0,0,0,1,0.14079442873158338,0.7056012596194682,-0.20679364850592963,-1.0195496823959063,-0.407686640205393,,,-0.028436197852822462,0,0,0,0,0,0,0,0
2381,447,0.0237955025145269,2024-11-04 08:06:32,1,26,602,70,86,0,0.1290322580645161,3,0.0448275862068965,0.0,0.029798867224943,2023-06-19 17:25:35,0.0,1,8,4,0,0,0,0,0.7982692644762988,0,0,0,0,0,0,-0.8622268408533323,-1.3816089704744083,-0.20679364850592963,-1.1716791061414316,-0.407686640205393,,,-0.03599293918077036,0,0,0,0,0,0,0,0
2063,108,0.1829846001511322,2024-11-04 08:06:32,1,27,248,442,25,1,0.7419354838709677,2,0.0379310344827586,0.0,0.5045043470545295,2023-06-26 18:41:55,0.0,1,8,4,0,0,0,0,0.3626945422254853,0,1,0,0,0,1,0.18426998944829823,-1.4102008914345983,-0.20679364850592963,0.639031020686071,-0.407686640205393,,,-0.03789285583271352,0,0,0,0,0,0,0,0
2065,478,0.3148969434817729,2024-11-04 08:06:32,1,32,484,390,72,0,0.1612903225806451,3,0.2413793103448275,0.0,0.0408805961521139,2023-08-08 18:39:24,0.0,1,8,4,0,0,0,0,7.700962400018562,1,0,0,0,0,1,1.0514515441066776,-0.5667392231089908,-0.20679364850592963,-1.12940911002007,-0.407686640205393,,,-0.005884347103384295,0,0,0,0,0,0,0,0
9,380,0.4250983662089272,2024-11-04 08:06:32,1,26,194,393,6,0,0.5967741935483871,0,0.3793103448275862,0.0,0.0618838535862023,2023-03-31 16:06:57,0.0,1,8,4,0,0,0,0,6.8681838595955895,1,0,0,0,0,1,1.7759071839141247,0.00509919609481104,-0.20679364850592963,-1.049294570483005,-0.407686640205393,,,-0.009516811834474573,0,0,0,0,0,0,0,0
663,129,0.1501003205044688,2024-11-04 08:06:33,1,32,125,267,86,2,0.1451612903225806,3,0.0896551724137931,0.0,0.0040049096777923,2023-01-17 17:11:24,1.0,1,8,4,0,0,0,0,37.38572783709677,1,0,0,0,0,1,-0.03190872459620153,-1.1957614842331723,-0.20679364850592963,-1.270067227041892,2.437060138116683,,,0.12359649115897951,0,0,0,0,0,0,0,0
427,194,0.2281470672538239,2024-11-04 08:06:33,1,30,674,539,24,0,0.7903225806451613,2,0.8172413793103449,0.0,0.3534174825936327,2023-08-24 18:54:06,0.0,1,8,4,0,0,0,0,0.6455272396463436,0,0,0,1,0,0,0.48116455932304203,1.8206861770668819,-0.20679364850592963,0.06272733948953185,-0.407686640205393,,,-0.03665917875253974,0,0,0,0,0,0,0,0
161,224,0.1601532167704614,2024-11-04 08:06:33,1,11,75,79,48,1,0.2419354838709677,0,0.9482758620689656,0.0,0.3499751961787327,2023-01-09 16:12:01,0.0,1,8,4,0,0,0,0,0.4575999742819788,0,0,0,1,0,0,0.034178238857338485,2.3639326753104934,-0.20679364850592963,0.049597128999571284,-0.407686640205393,,,-0.03747889147364273,0,0,0,0,0,0,0,0
