TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,time_diff,location_change,Hour,Day,DayOfWeek,high_amount_flag,many_login_attempts_flag,amount_to_balance_ratio,amount_exceeds_balance,suspicious_merchant_flag,strong_anomaly_label,final_anomaly_flag
1274,393,0.6040753576360841,2024-11-04 08:06:27,1,28,285,219,90,2,0.3709677419354839,0,0.4827586206896552,0.0,0.4300861613498656,2023-10-12 16:29:49,0.0,1,8,4,0,1,0,1.4045123205475287,1,0,1,1
2267,411,0.7089715193996404,2024-11-04 08:06:27,1,33,16,192,91,1,0.1774193548387097,1,0.3724137931034482,0.0,0.1855514044071483,2023-04-19 16:38:41,0.0,1,8,4,0,1,0,3.820684164709464,1,0,1,1
330,85,0.094811996768898,2024-11-04 08:06:27,1,23,99,164,6,1,0.1290322580645161,3,0.1482758620689655,0.0,0.072250372057319,2023-06-19 16:36:25,0.0,1,8,4,0,0,0,1.3120884112482898,1,0,1,1
807,312,0.3483388487896396,2024-11-04 08:06:29,1,11,662,243,18,2,0.4193548387096775,0,0.4586206896551724,0.75,0.8970755689754611,2023-11-07 17:38:05,0.0,1,8,4,0,0,1,0.3883005822816531,0,0,1,1
1413,400,0.1888735440498215,2024-11-04 08:06:30,0,24,272,217,13,0,0.7258064516129032,2,0.4379310344827586,0.0,0.1303726488464542,2023-01-16 18:02:19,1.0,1,8,4,0,0,0,1.4486095022678165,1,1,1,1
114,332,0.1707272585142142,2024-11-04 08:06:30,1,14,635,251,50,2,0.3548387096774194,1,0.3241379310344827,0.0,0.025469961833036,2023-02-10 16:52:48,0.0,1,8,4,0,0,0,6.700451893646798,1,0,1,1
977,31,0.2067644683013263,2024-11-04 08:06:31,1,20,43,570,57,0,0.0645161290322581,3,0.3103448275862069,0.0,0.0415595083331428,2023-08-07 17:45:52,0.0,1,8,4,0,0,0,4.9739454853372855,1,0,1,1
1807,487,0.113510696510931,2024-11-04 08:06:31,1,2,1,566,66,1,0.0806451612903226,3,0.803448275862069,0.0,0.0230137785563234,2023-11-06 18:42:53,0.0,1,8,4,0,0,0,4.930150636797004,1,0,1,1
2340,202,0.1763712640383563,2024-11-04 08:06:32,1,41,460,445,25,1,0.0,3,0.5482758620689655,0.0,0.0696819330041393,2023-10-23 18:46:51,0.0,1,8,4,0,0,0,2.530727107653634,1,1,1,1
2063,108,0.1829846001511322,2024-11-04 08:06:32,1,27,248,442,25,1,0.7419354838709677,2,0.0379310344827586,0.0,0.5045043470545295,2023-06-26 18:41:55,0.0,1,8,4,0,0,0,0.3626945422254853,0,1,1,1
2065,478,0.3148969434817729,2024-11-04 08:06:32,1,32,484,390,72,0,0.1612903225806451,3,0.2413793103448275,0.0,0.0408805961521139,2023-08-08 18:39:24,0.0,1,8,4,0,0,0,7.700962400018562,1,0,1,1
9,380,0.4250983662089272,2024-11-04 08:06:32,1,26,194,393,6,0,0.5967741935483871,0,0.3793103448275862,0.0,0.0618838535862023,2023-03-31 16:06:57,0.0,1,8,4,0,0,0,6.8681838595955895,1,0,1,1
663,129,0.1501003205044688,2024-11-04 08:06:33,1,32,125,267,86,2,0.1451612903225806,3,0.0896551724137931,0.0,0.0040049096777923,2023-01-17 17:11:24,1.0,1,8,4,0,0,0,37.38572783709677,1,0,1,1
547,451,0.0504625166115121,2024-11-04 08:06:33,1,13,160,362,51,0,0.0967741935483871,3,0.6620689655172414,0.75,0.0993712332137282,2023-04-10 18:26:56,0.0,1,8,4,0,0,1,0.5077670600342417,0,0,1,1
2003,383,0.129504651223389,2024-11-04 08:06:33,1,10,322,537,90,0,0.0,3,0.1586206896551724,0.0,0.0299265833778099,2023-05-24 16:12:18,0.0,1,8,4,0,0,0,4.3259663131559165,1,0,1,1
1775,20,0.2534591031086328,2024-11-04 08:06:34,0,34,322,150,46,0,0.4838709677419355,1,0.4137931034482758,0.0,0.1280818243781904,2023-11-28 16:17:29,0.0,1,8,4,0,0,0,1.9787297459383213,1,0,1,1
2066,306,0.1346848372723245,2024-11-04 08:06:36,1,5,277,184,34,0,0.1451612903225806,3,0.3896551724137931,0.0,0.0845023842589169,2023-02-22 17:12:15,1.0,1,8,4,0,0,0,1.5936698325738443,1,0,1,1
5,388,0.0478880579513771,2024-11-04 08:06:36,1,28,562,60,53,0,0.0,3,0.5586206896551724,0.0,0.0457378431027227,2023-04-03 17:15:01,0.0,1,8,4,0,0,0,1.0467828580212784,1,0,1,1
878,361,0.5775334184537614,2024-11-04 08:06:36,1,20,341,445,45,1,0.1935483870967742,1,0.8689655172413794,0.0,0.6154433027666009,2023-08-31 16:16:15,0.0,1,8,4,0,1,0,0.9383870650423338,0,0,1,1
2140,389,0.2706621153294942,2024-11-04 08:06:37,0,42,45,458,25,2,0.8548387096774193,2,0.1034482758620689,0.0,0.2727801924346328,2023-11-23 17:42:11,0.0,1,8,4,0,0,0,0.9921988503833452,0,1,1,1
2221,223,0.3204523542746957,2024-11-04 08:06:37,1,4,90,492,79,2,0.1290322580645161,3,0.4482758620689654,0.0,0.0076199489942016,2023-02-06 16:40:27,0.0,1,8,4,0,0,0,41.99927870005741,1,0,1,1
1952,345,0.7797951898272403,2024-11-04 08:06:37,1,22,137,237,91,2,0.2419354838709677,1,0.293103448275862,0.0,0.0583333445365046,2023-02-27 16:18:28,0.0,1,8,4,0,1,0,13.365623723188058,1,0,1,1
1253,434,0.4705578862339422,2024-11-04 08:06:37,1,12,278,222,27,2,0.0645161290322581,3,0.1896551724137931,0.0,0.5730980039981879,2023-07-06 17:52:32,0.0,1,8,4,0,1,0,0.8210631904478342,0,1,1,1
589,142,0.2702608333116189,2024-11-04 08:06:37,1,18,98,519,37,2,0.0645161290322581,3,0.2482758620689655,0.0,0.1145916376840625,2023-10-23 18:37:47,0.0,1,8,4,0,0,0,2.3582632741835914,1,0,1,1
2042,228,0.4043828334679626,2024-11-04 08:06:38,0,33,636,337,35,2,0.967741935483871,2,0.3068965517241379,0.0,0.3222896951885964,2023-02-22 17:15:20,1.0,1,8,4,0,0,0,1.2546795405168925,1,0,1,1
691,413,0.0133830158688797,2024-11-04 08:06:38,0,38,226,428,2,2,0.6451612903225806,2,0.6931034482758621,1.0,0.3168610865014781,2023-10-16 18:53:31,0.0,1,8,4,0,0,1,0.042234891219137,0,0,1,1
591,55,0.1033744169684967,2024-11-04 08:06:38,0,40,363,588,78,1,0.1451612903225806,3,0.2551724137931034,0.0,0.0735927360429771,2023-05-15 16:19:14,0.0,1,8,4,0,0,0,1.4044914975461744,1,0,1,1
1281,126,0.7282122104385439,2024-11-04 08:06:38,0,2,115,418,19,0,0.1290322580645161,3,0.4620689655172413,0.0,0.0694735540178829,2023-11-13 17:28:12,0.0,1,8,4,0,1,0,10.48035352726956,1,0,1,1
2111,20,0.3973630038825338,2024-11-04 08:06:39,1,20,191,531,52,0,0.7419354838709677,0,0.806896551724138,0.0,0.0071151340952386,2023-05-02 17:24:54,1.0,1,8,4,0,0,0,55.76919656123711,1,0,1,1
1779,344,0.1398962920499257,2024-11-04 08:06:40,1,25,237,590,12,0,0.5645161290322581,2,0.1827586206896551,0.0,0.1346726500563967,2023-10-03 16:16:01,1.0,1,8,4,0,0,0,1.038710568817482,1,0,1,1
898,81,0.7978997837246267,2024-11-04 08:06:40,1,36,308,569,77,2,0.0,3,0.1793103448275861,0.75,0.0509930266980534,2023-10-23 18:00:29,0.0,1,8,4,0,1,1,15.64416536391711,1,0,1,1
403,19,0.1842561951168668,2024-11-04 08:06:40,1,25,42,515,34,0,0.3870967741935484,0,0.4586206896551724,0.0,0.0406339023199975,2023-04-10 17:57:59,0.0,1,8,4,0,0,0,4.533427761590933,1,0,1,1
399,281,0.1397347369518201,2024-11-04 08:06:40,1,24,14,501,16,0,0.1290322580645161,3,0.5551724137931034,0.0,0.0023856032974966,2023-06-26 18:25:14,0.0,1,8,4,0,0,0,58.32966463931761,1,0,1,1
1352,404,0.1000442973656095,2024-11-04 08:06:41,1,0,115,201,57,2,0.5806451612903226,1,0.0999999999999999,0.5,0.1686807728037191,2023-12-28 16:34:52,0.0,1,8,4,0,0,1,0.5930632464528246,0,0,1,1
1936,62,0.2979232352711259,2024-11-04 08:06:42,1,42,224,45,47,2,0.5483870967741935,2,0.3758620689655172,0.0,0.2638198960256078,2023-09-20 17:44:37,0.0,1,8,4,0,0,0,1.1292247003054154,1,0,1,1
1204,406,0.1871746097923235,2024-11-04 08:06:42,1,3,550,366,88,1,0.5967741935483871,0,0.0689655172413793,0.0,0.1118659061057732,2023-05-29 16:17:37,0.0,1,8,4,0,0,0,1.67305558728042,1,0,1,1
1347,450,0.4102196628188758,2024-11-04 08:06:44,1,22,339,147,80,2,0.1129032258064516,3,0.0999999999999999,0.0,0.0134182623343555,2023-06-19 16:22:28,0.0,1,8,4,0,0,0,30.548975928877297,1,0,1,1
954,390,0.2039763399953097,2024-11-04 08:06:44,1,14,263,62,61,1,0.5161290322580645,1,0.3206896551724137,0.0,0.1549438922774748,2023-07-10 17:29:39,0.0,1,8,4,0,0,0,1.3163679659627443,1,0,1,1
186,97,0.5428355525444929,2024-11-04 08:06:44,1,17,203,394,31,2,0.967741935483871,2,0.1620689655172413,0.0,0.3781036705622334,2023-09-06 16:44:02,0.0,1,8,4,0,1,0,1.4356411703848937,1,0,1,1
343,229,0.3666935925163509,2024-11-04 08:06:44,1,35,457,443,73,2,0.4516129032258065,1,0.1793103448275861,0.0,0.2340848868770981,2023-09-22 16:42:15,0.0,1,8,4,0,0,0,1.5664314475560002,1,0,1,1
2101,369,0.0265471506371003,2024-11-04 08:06:44,1,40,103,328,65,2,0.0,3,0.2517241379310345,0.0,0.0423042951614399,2023-03-13 18:45:47,0.0,1,8,4,0,0,0,0.6273801923396362,0,1,1,1
1566,461,0.4672225551762774,2024-11-04 08:06:45,1,9,565,108,86,2,0.2419354838709677,0,0.5448275862068966,0.0,0.7424670996468313,2023-11-06 16:35:59,0.0,1,8,4,0,1,0,0.6292753748210117,0,0,1,1
1645,373,0.5115042864215545,2024-11-04 08:06:45,1,25,605,130,39,2,0.435483870967742,0,0.7724137931034483,0.0,0.0336841270332075,2023-09-25 16:23:57,0.0,1,8,4,0,1,0,15.180814327595952,1,0,1,1
654,376,0.2041326836386377,2024-11-04 08:06:47,1,26,437,72,31,0,0.7419354838709677,2,0.2379310344827586,0.0,0.1393389949679835,2023-06-19 16:21:58,0.0,1,8,4,0,0,0,1.464902446447775,1,0,1,1
2039,101,0.2487323136253485,2024-11-04 08:06:48,0,37,371,381,62,0,0.0806451612903226,3,0.1448275862068965,0.0,0.100652427884066,2023-08-21 17:20:05,0.0,1,8,4,0,0,0,2.4709548423749146,1,0,1,1
412,416,0.126184954530057,2024-11-04 08:06:48,0,35,436,373,7,0,0.0,3,0.9,0.0,0.0825100122741945,2023-11-20 16:29:28,0.0,1,8,4,0,0,0,1.5291436713651256,1,0,1,1
1745,433,0.0652109336321234,2024-11-04 08:06:49,1,20,147,316,35,0,0.0483870967741935,3,0.4482758620689654,0.0,0.0068186981825319,2023-07-31 16:52:24,0.0,1,8,4,0,0,0,9.5495410529251,1,0,1,1
1992,334,0.3783516168538447,2024-11-04 08:06:49,1,29,371,507,34,2,0.6290322580645161,2,0.4724137931034483,0.0,0.1377405264863135,2023-02-13 17:13:49,0.0,1,8,4,0,0,0,2.746643708047364,1,0,1,1
843,104,0.1588138728926179,2024-11-04 08:06:50,1,31,590,294,2,0,0.0645161290322581,3,0.7310344827586207,0.0,0.0567046274923135,2023-10-12 17:20:30,0.0,1,8,4,0,0,0,2.800227735148958,1,0,1,1
190,391,0.7412200015634364,2024-11-04 08:06:50,1,42,552,251,71,1,0.9838709677419356,2,0.5344827586206897,0.0,0.3746163473986908,2023-07-10 17:49:18,0.0,1,8,4,0,1,0,1.9785581198713804,1,0,1,1
2374,494,0.0674153790030487,2024-11-04 08:06:51,0,38,175,408,69,0,0.0806451612903226,3,0.393103448275862,0.0,0.0348886920118251,2023-07-06 16:47:00,1.0,1,8,4,0,0,0,1.9317451490791004,1,0,1,1
1190,377,0.1410532350105532,2024-11-04 08:06:51,0,21,106,215,65,1,0.9516129032258064,2,0.4586206896551724,0.0,0.3006828108846427,2023-04-21 17:03:13,0.0,1,8,4,0,0,0,0.4690941382854232,0,1,1,1
74,261,0.6317586054147015,2024-11-04 08:06:51,1,16,225,277,35,1,0.032258064516129,3,0.0482758620689655,0.0,0.033925443343098,2023-10-04 16:36:29,0.0,1,8,4,0,1,0,18.616483038910776,1,0,1,1
2195,379,0.2050603225890507,2024-11-04 08:06:52,1,5,392,492,98,2,0.1290322580645161,3,0.2758620689655172,0.0,0.1121085667962201,2023-12-04 18:11:56,0.0,1,8,4,0,0,0,1.828959542104707,1,0,1,1
596,37,0.071813846835344,2024-11-04 08:06:52,1,5,183,47,98,1,0.4193548387096775,1,0.5137931034482759,0.0,0.0651500261482018,2023-07-25 17:21:53,0.0,1,8,4,0,0,0,1.1021150708566103,1,0,1,1
173,294,0.1358209344138416,2024-11-04 08:06:52,1,10,315,243,93,1,0.0645161290322581,3,0.0896551724137931,0.0,0.0538962165097998,2023-05-29 16:50:10,0.0,1,8,4,0,0,0,2.5195783196758064,1,0,1,1
2313,284,0.4591604346353284,2024-11-04 08:06:52,1,12,342,263,14,2,0.2096774193548387,1,0.1689655172413793,0.0,0.1469865037635933,2023-08-31 17:29:03,0.0,1,8,4,0,1,0,3.1236146634737096,1,0,1,1
1737,85,0.2814915183573494,2024-11-04 08:06:52,1,15,399,199,60,1,0.435483870967742,0,0.903448275862069,0.0,0.0218139189096535,2023-02-22 16:42:17,0.0,1,8,4,0,0,0,12.898302982276736,1,0,1,1
1196,399,0.0332073898428746,2024-11-04 08:06:53,1,3,148,236,25,2,0.5806451612903226,0,0.8551724137931035,0.0,0.5278622870333152,2023-10-30 16:01:43,1.0,1,8,4,0,0,0,0.0629080000192903,0,1,1,1
85,96,0.6982984600151132,2024-11-04 08:06:53,0,2,557,193,11,2,0.5806451612903226,1,0.0689655172413793,0.0,0.5749263615550182,2023-09-29 17:22:10,0.0,1,8,4,0,1,0,1.2145665272004025,1,0,1,1
2428,299,0.511577246788441,2024-11-04 08:06:53,0,3,666,177,28,2,0.4032258064516129,0,0.3517241379310344,0.0,0.59939744863458,2023-11-28 16:17:46,0.0,1,8,4,0,1,0,0.8534716209379584,0,0,1,1
2061,420,0.145576777757511,2024-11-04 08:06:53,1,13,437,237,96,0,0.1129032258064516,3,0.4172413793103448,0.0,0.1216429137028677,2023-05-31 16:28:06,0.0,1,8,4,0,0,0,1.1966567287740957,1,0,1,1
943,4,0.1968158011308857,2024-11-04 08:06:53,1,33,348,231,28,1,0.2419354838709677,1,0.6689655172413793,0.0,0.1447534876592587,2023-02-22 17:29:36,0.0,1,8,4,0,0,0,1.3595679705793402,1,0,1,1
1186,379,0.4566849936159679,2024-11-04 08:06:54,0,32,347,281,55,0,0.7096774193548387,2,0.3724137931034482,0.0,0.2448372425679282,2023-09-11 16:16:06,1.0,1,8,4,0,1,0,1.865183323390989,1,0,1,1
1937,228,0.013575839695651,2024-11-04 08:06:54,0,2,377,248,27,2,0.9516129032258064,2,0.5275862068965518,0.0,0.4701641623097534,2023-08-11 16:38:16,0.0,1,8,4,0,0,0,0.0288740657907678,0,1,1,1
799,164,0.095124684055554,2024-11-04 08:06:54,0,21,482,405,12,2,0.0806451612903226,3,0.0137931034482758,0.0,0.0773422134150358,2023-10-25 16:21:15,0.0,1,8,4,0,0,0,1.2297603372402472,1,0,1,1
1486,334,0.1336217004976939,2024-11-04 08:06:55,0,33,362,12,44,2,0.5806451612903226,2,0.4379310344827586,0.0,0.1138186188640791,2023-07-17 17:08:03,1.0,1,8,4,0,0,0,1.1738849318487243,1,0,1,1
2023,104,0.1255543685019673,2024-11-04 08:06:56,1,23,596,66,24,0,0.1129032258064516,3,0.5241379310344828,0.0,0.0903611947241129,2023-05-30 18:29:15,0.0,1,8,4,0,0,0,1.3893184535765224,1,0,1,1
1305,474,0.4476848112150506,2024-11-04 08:06:56,0,7,66,525,65,1,0.967741935483871,2,0.2,0.0,0.0702795101615004,2023-08-01 17:18:04,0.0,1,8,4,0,0,0,6.369155371639801,1,1,1,1
1146,66,0.4995909007999582,2024-11-04 08:06:56,1,22,179,176,96,1,0.2096774193548387,1,0.4310344827586206,0.0,0.6638712513628658,2023-07-04 16:30:15,0.0,1,8,4,0,1,0,0.7525305162246413,0,0,1,1
481,226,0.181587930270735,2024-11-04 08:06:58,0,14,171,120,66,1,0.8225806451612903,2,0.4793103448275862,0.0,0.1575835835001485,2023-05-02 17:13:45,1.0,1,8,4,0,0,0,1.1522545920821952,1,0,1,1
1898,142,0.0694686921854235,2024-11-04 08:06:58,1,1,402,188,70,2,0.1129032258064516,3,0.5758620689655173,0.0,0.0458823640125457,2023-01-24 18:43:06,0.0,1,8,4,0,0,0,1.5137309589550163,1,0,1,1
733,44,0.0513901555619251,2024-11-04 08:06:58,1,11,57,355,59,2,0.032258064516129,3,0.5827586206896552,0.0,0.0290352590688551,2023-01-03 17:51:07,0.0,1,8,4,0,0,0,1.7693130379763138,1,0,1,1
2053,327,0.0302577064387523,2024-11-04 08:06:58,0,21,133,560,10,1,0.1774193548387097,1,0.913793103448276,0.75,0.3983560914555205,2023-07-31 16:21:15,0.0,1,8,4,0,0,1,0.075954522957009,0,0,1,1
2144,75,0.2315240899497094,2024-11-04 08:06:58,1,21,523,342,25,2,0.1451612903225806,1,0.0241379310344827,0.0,0.3578304117703207,2023-04-04 16:11:34,0.0,1,8,4,0,0,0,0.6470037545628379,0,1,1,1
1963,218,0.2520572217734581,2024-11-04 08:06:59,1,27,45,125,91,0,0.8387096774193548,2,0.3620689655172414,0.0,0.2041273827464888,2023-10-16 18:57:30,0.0,1,8,4,0,0,0,1.2347430851823904,1,0,1,1
296,376,0.2475962164838314,2024-11-04 08:06:59,1,31,523,89,17,0,0.2580645161290322,1,0.3275862068965517,0.0,0.1276724604987383,2023-10-02 16:03:09,0.0,1,8,4,0,0,0,1.9391560557080432,1,0,1,1
2102,52,0.0638872241186127,2024-11-04 08:07:00,0,39,377,332,68,2,0.467741935483871,0,0.4034482758620689,0.5,0.8795031707215426,2023-11-29 17:38:53,0.0,1,8,4,0,0,1,0.0726393034753537,0,0,1,1
2247,2,0.1079865544466737,2024-11-04 08:07:01,1,24,623,136,44,0,0.5645161290322581,0,0.0068965517241379,0.0,0.1067202895257966,2023-10-02 18:57:19,0.0,1,8,4,0,0,0,1.0117704629722144,1,0,1,1
1719,484,0.1586835865231779,2024-11-04 08:07:01,0,2,482,300,95,1,0.967741935483871,2,0.396551724137931,0.0,0.1220085852142337,2023-02-27 16:07:57,0.0,1,8,4,0,0,0,1.3004870220759384,1,0,1,1
607,148,0.0168225760220965,2024-11-04 08:07:01,1,28,7,416,21,2,0.1129032258064516,3,0.5965517241379311,0.75,0.0970394051384913,2023-07-04 16:25:35,0.0,1,8,4,0,0,1,0.1733403311240329,0,0,1,1
417,270,0.4038721108997576,2024-11-04 08:07:01,0,0,214,39,35,2,0.6612903225806451,0,0.096551724137931,0.0,0.3950018619670707,2023-08-07 16:40:02,0.0,1,8,4,0,0,0,1.0224303363665204,1,0,1,1
999,293,0.0664668942335252,2024-11-04 08:07:02,0,41,361,399,25,1,0.2096774193548387,1,0.1275862068965517,0.0,0.5733608303969822,2023-03-02 16:05:52,1.0,1,8,4,0,0,0,0.1159230478946859,0,1,1,1
695,236,0.5997967532636735,2024-11-04 08:07:02,1,18,203,516,54,0,0.7580645161290323,0,0.3275862068965517,0.0,0.067139037181533,2023-08-25 17:26:27,0.0,1,8,4,0,1,0,8.932320974940602,1,0,1,1
320,436,0.120619120827579,2024-11-04 08:07:02,1,33,304,373,59,1,0.1451612903225806,3,0.4758620689655172,0.0,0.0690157924383971,2023-04-24 17:01:08,0.0,1,8,4,0,0,0,1.7474499975531177,1,0,1,1
2222,440,0.1081689553638898,2024-11-04 08:07:02,0,19,177,395,77,2,0.0161290322580645,3,0.0689655172413793,0.0,0.0085885751851548,2023-02-28 16:34:45,0.0,1,8,4,0,0,0,12.579869691741544,1,0,1,1
334,75,0.3395575474893816,2024-11-04 08:07:02,1,16,272,105,93,0,0.0483870967741935,3,0.5379310344827587,0.0,0.1143745202241889,2023-04-14 17:59:43,0.0,1,8,4,0,0,0,2.9685620643760444,1,0,1,1
136,280,0.2531828960054199,2024-11-04 08:07:03,1,28,166,108,59,2,0.0,3,0.2,0.0,0.1107393151994321,2023-06-20 17:21:50,0.0,1,8,4,0,0,0,2.286089946014566,1,0,1,1
23,448,0.1800974542043411,2024-11-04 08:07:04,1,13,158,268,82,2,0.0645161290322581,3,0.4551724137931034,0.5,0.0874687599568185,2023-05-02 18:25:46,0.0,1,8,4,0,0,1,2.058756368897334,1,0,1,1
974,109,0.0422596867915678,2024-11-04 08:07:04,1,15,236,317,27,2,0.3709677419354839,1,0.3206896551724137,0.0,0.4766635701101182,2023-01-23 17:39:08,0.0,1,8,4,0,0,0,0.0886554016028311,0,1,1,1
1841,134,0.3568283086223519,2024-11-04 08:07:05,1,23,430,193,69,0,0.0483870967741935,3,0.0724137931034482,0.0,0.0285963188171602,2023-01-09 16:19:47,1.0,1,8,4,0,0,0,12.473758364473646,1,0,1,1
262,192,0.0245563749120567,2024-11-04 08:07:05,0,39,373,146,60,2,0.1129032258064516,3,0.1758620689655172,0.0,0.0240724782445616,2023-02-08 18:18:07,0.0,1,8,4,0,0,0,1.01967806895464,1,0,1,1
1842,333,0.4577585533001537,2024-11-04 08:07:05,1,8,616,489,79,0,0.6774193548387097,1,0.4448275862068965,0.0,0.3262220083163381,2023-04-06 16:59:33,0.0,1,8,4,0,1,0,1.4031687315497197,1,0,1,1
13,260,0.4072751908695312,2024-11-04 08:07:06,1,22,53,277,24,0,0.1290322580645161,3,0.3896551724137931,0.0,0.0059448508208115,2023-11-20 16:39:15,1.0,1,8,4,0,0,0,68.39385286465154,1,0,1,1
1918,458,0.0412069729264924,2024-11-04 08:07:06,0,19,152,496,25,2,0.532258064516129,0,0.3413793103448275,0.0,0.9879079690846247,2023-12-06 16:10:00,0.0,1,8,4,0,0,0,0.0417109256193341,0,1,1,1
2403,109,0.7779347004716366,2024-11-04 08:07:07,1,7,332,100,95,0,0.8225806451612903,2,0.4862068965517241,0.0,0.1020324345253059,2023-06-07 17:05:41,1.0,1,8,4,0,1,0,7.62363916629913,1,0,1,1
1695,173,0.2713865075435808,2024-11-04 08:07:07,0,39,200,406,40,1,0.3709677419354839,1,0.2172413793103448,0.0,0.2623760313079344,2023-10-13 17:54:57,0.0,1,8,4,0,0,0,1.0343024214771688,1,0,1,1
2414,27,0.8672225551762774,2024-11-04 08:07:07,1,35,71,55,63,1,0.0,3,0.1896551724137931,0.0,0.0999587275169156,2023-09-25 17:11:19,0.0,1,8,4,0,1,0,8.67493842041288,1,0,1,1
1097,291,0.235083513562811,2024-11-04 08:07:07,0,3,425,430,27,1,0.467741935483871,1,0.7344827586206897,0.0,0.5113156511440007,2023-09-05 18:45:04,0.0,1,8,4,0,0,0,0.4597530224365885,0,1,1,1
2081,492,0.1171743492195846,2024-11-04 08:07:08,1,4,46,349,81,0,0.1612903225806451,3,0.0862068965517241,0.0,0.0972296349872351,2023-12-11 17:28:44,1.0,1,8,4,0,0,0,1.205006057817539,1,0,1,1
2489,114,0.2128149672981212,2024-11-04 08:07:08,0,13,664,474,20,2,0.4838709677419355,1,0.5137931034482759,0.0,0.1611394700720722,2023-05-22 17:41:48,0.0,1,8,4,0,0,0,1.3206060634449632,1,0,1,1
1860,225,0.0056283711598092,2024-11-04 08:07:08,1,7,151,388,36,0,0.2580645161290322,1,0.0103448275862068,0.5,0.1802115248367586,2023-11-01 17:59:04,0.0,1,8,4,0,0,1,0.031230293744919,0,0,1,1
288,175,0.1263048179899419,2024-11-04 08:07:09,0,37,320,108,93,2,0.0645161290322581,3,0.7724137931034483,0.0,0.0256622082526144,2023-07-10 16:40:15,0.0,1,8,4,0,0,0,4.919904697994934,1,0,1,1
729,390,0.1934544127993329,2024-11-04 08:07:09,0,25,641,395,96,1,0.0967741935483871,3,0.1655172413793103,0.0,0.0729857482217206,2023-05-30 16:15:10,0.0,1,8,4,0,0,0,2.650214807192957,1,0,1,1
2408,223,0.1436329051254657,2024-11-04 08:07:09,1,39,293,37,95,0,0.1129032258064516,3,0.3517241379310344,0.0,0.1073037506873145,2023-08-28 18:27:59,0.0,1,8,4,0,0,0,1.3384389624399222,1,0,1,1
24,237,0.0757120150089897,2024-11-04 08:07:09,1,33,35,63,27,2,0.0483870967741935,3,0.296551724137931,0.0,0.12299132740103,2023-03-02 16:43:56,0.0,1,8,4,0,0,0,0.6155381946581798,0,1,1,1
